"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Nate Bedford","5.07",150,"Peterborough Petes",1980-03-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tim Knudsen","6.00",205,"Kitchener Rangers",1979-06-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Craig Hillier","6.01",165,"Ottawa 67's",1978-02-28,46,1132,1240,0.913,28.76,108,2.5,5,27,12,0,12,0,0,0,14
"Seamus Kotyk","5.11",185,"Ottawa 67's",1980-10-07,31,608,671,0.906,28.3,63,2.66,3,13,4,1,5,0,0,0,2
"Chris Madden","6.01",175,"Guelph Storm",1979-03-10,51,1452,1584,0.917,32.7,132,2.73,4,33,11,0,11,0,0,0,10
"Robert Esche","6.02",200,"Plymouth Whalers",1978-01-22,48,1297,1432,0.906,30.57,135,2.88,3,29,11,2,13,0,0,0,22
"Daniel Jacques","5.06",160,"Guelph Storm",1978-04-21,7,189,208,0.909,31.67,19,2.89,0,4,3,0,3,0,0,0,6
"Mike Gorman","5.10",190,"Kitchener Rangers",1979-12-29,42,1271,1375,0.924,38.63,104,2.92,1,15,12,1,13,0,0,0,6
"Brian Finley","6.03",181,"Barrie Colts",1981-07-03,41,1159,1264,0.917,35.21,105,2.92,3,23,14,0,14,0,0,0,0
"Steve Valiquette","6.06",220,"Erie Otters",1977-08-20,42,1300,1415,0.919,36.39,115,2.96,3,21,11,3,14,0,0,0,0
"Jason Gaggi","5.10",170,"Sudbury Wolves",1978-03-02,2,39,42,0.929,41.81,3,2.99,0,1,0,0,0,0,0,0,0
"Chris Thompson","5.07",165,"Guelph Storm",1978-10-25,14,347,382,0.908,32.91,35,3.02,0,5,3,1,4,0,0,0,6
"Greg Hewitt","5.07",155,"Sarnia Sting",1979-10-08,18,445,485,0.918,37.56,40,3.1,0,6,3,0,3,0,0,0,0
"Gene Chiarello","5.10",190,"London Knights",1979-04-09,51,1600,1751,0.914,36.65,151,3.16,4,31,14,0,14,0,0,0,2
"Tyrone Garner","6.01",175,"Oshawa Generals",1978-07-27,54,1601,1763,0.908,35.9,162,3.3,1,23,16,1,17,0,0,0,19
"Shawn Gallant","6.02",202,"Belleville Bulls",1978-08-28,39,1091,1204,0.906,35.2,113,3.3,3,25,5,2,7,0,0,0,16
"Patrick DesRochers","6.03",202,"Sarnia Sting",1979-10-27,56,1802,1981,0.91,37.08,179,3.35,1,26,14,3,17,0,0,0,10
"John Hultberg","6.00",183,"Barrie Colts",1977-04-25,35,954,1057,0.903,34.4,103,3.35,2,15,8,1,9,0,0,0,12
"Mike Pickard","5.09",165,"Peterborough Petes",1980-01-21,5,84,91,0.923,44.04,7,3.39,0,1,1,0,1,0,0,0,0
"Bujar Amidovski","5.10",167,"Toronto St. Michael's Majors",1977-02-19,48,1701,1854,0.917,41.24,153,3.4,0,12,24,1,25,0,0,0,10
"Mark Aggio","5.10",185,"Sudbury Wolves",1979-04-24,8,200,223,0.897,35.57,23,3.67,0,3,1,0,1,0,0,0,0
"Reg Bourcier","5.10",184,"Belleville Bulls",1980-03-13,27,800,895,0.894,34.83,95,3.7,1,15,9,1,10,0,0,0,6
"Steve Mongrain","5.10",180,"Oshawa Generals",1979-02-08,11,312,344,0.907,39.8,32,3.7,0,2,5,1,6,0,0,0,0
"Kory Cooper","5.10",170,"Sudbury Wolves",1977-02-11,21,759,832,0.912,43.04,73,3.78,0,9,6,4,10,0,0,0,8
"Josh Evans","6.00",180,"Peterborough Petes",1979-04-09,20,532,593,0.897,37.19,61,3.83,1,5,9,0,9,0,0,0,9
"Curtis Cruickshank","6.01",212,"Kingston Frontenacs",1979-03-21,57,1858,2065,0.9,39.12,207,3.92,2,30,20,0,20,0,0,0,17
"Robert Holsinger","5.11",195,"Plymouth Whalers",1979-05-31,16,366,418,0.876,31.77,52,3.95,2,7,5,0,5,0,0,0,10
"Brandon Sacco","5.09",170,"Plymouth Whalers",1980-10-17,2,32,36,0.889,35.8,4,3.98,0,0,1,0,1,0,0,0,0
"Allan Hitchen","6.00",195,"North Bay Centennials",1978-03-06,17,283,317,0.893,37.19,34,3.99,0,4,5,0,5,0,0,0,0
"Shawn Degagne","5.11",180,"Kitchener Rangers",1978-12-18,38,1056,1181,0.894,38.03,125,4.03,0,12,12,3,15,0,0,0,8
"Matt Carmichael","5.10",170,"North Bay Centennials",1977-07-26,59,2083,2308,0.903,41.51,225,4.05,2,15,31,3,34,0,0,0,21
