"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Andrew Mangiapane",1996-04-04,"LW","Barrie Colts",15,2,1,3,0.2,14
"Cliff Pu",1998-06-03,"C","London Knights",18,2,1,3,0.17,23
"Kevin  Labanc",1995-12-12,"RW","Barrie Colts",15,2,1,3,0.2,12
"Jesse Barwell",1997-05-08,"C","Saginaw Spirit",4,2,0,2,0.5,67
"Lawson Crouse",1997-06-23,"LW","Kingston Frontenacs",9,2,0,2,0.22,18
"Mitchell Marner",1997-05-05,"RW","London Knights",18,2,0,2,0.11,5
"Brandon Lindberg",1996-09-24,"C","Sarnia Sting",7,1,1,2,0.29,100
"Sam  Studnicka",1995-01-15,"C","Sarnia Sting",7,1,1,2,0.29,67
"Christian  Dvorak",1996-02-02,"C","London Knights",18,0,2,2,0.11,6
"Aaron Haydon",1996-01-06,"D","Niagara IceDogs",17,1,0,1,0.06,25
"Boris Katchouk",1998-06-18,"LW","Sault Ste. Marie Greyhounds",12,1,0,1,0.08,10
"Chandler Yakimowicz",1996-01-26,"RW","London Knights",18,1,0,1,0.06,17
"Dylan Strome",1997-03-07,"C","Erie Otters",13,1,0,1,0.08,5
"Jake Marchment",1995-05-20,"C","Erie Otters",13,1,0,1,0.08,9
"Jonathan Ang",1998-01-31,"C","Peterborough Petes",7,1,0,1,0.14,11
"Juho Lammikko",1996-01-29,"C","Kingston Frontenacs",9,1,0,1,0.11,14
"Mike Amadio",1996-05-13,"C","North Bay Battalion",11,1,0,1,0.09,6
"Rasmus Andersson",1996-10-27,"D","Barrie Colts",15,1,0,1,0.07,7
"Aaron Berisha",1995-03-05,"RW","London Knights",18,0,1,1,0.06,9
"Cam Dineen",1998-06-19,"D","North Bay Battalion",11,0,1,1,0.09,12
"Chad Duchesne",1995-05-31,"D","Kingston Frontenacs",9,0,1,1,0.11,50
"Hayden Verbeek",1997-10-17,"C","Sault Ste. Marie Greyhounds",9,0,1,1,0.11,25
"Jacob  Graves",1995-03-28,"D","London Knights",18,0,1,1,0.06,10
"Jacob Paquette",1999-05-26,"D","Kingston Frontenacs",9,0,1,1,0.11,50
