"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Craig Rylett","6.00",175,"Sudbury Wolves",1991-09-06,1,1,1,1,14.57,0,0,0,0,0,0,0,0,0,0,0
"Stephen Heming","6.07",202,"London Knights",1990-01-12,2,23,25,0.92,20.13,2,1.61,0,1,0,0,0,0,0,0,0
"James Prigione","5.10",150,"Guelph Storm",1991-05-13,1,25,27,0.926,27,2,2,0,1,0,0,0,0,0,0,0
"Mike Murphy","5.11",165,"Belleville Bulls",1989-01-15,54,1761,1871,0.941,35.42,110,2.08,5,40,9,2,11,3,1,2,4
"Thomas McCollum","6.02",208,"Brampton Battalion",1989-12-07,54,1423,1535,0.927,28.85,112,2.11,7,34,16,2,18,4,2,2,2
"Andrew Engelage","6.05",206,"Windsor Spitfires",1988-10-28,54,1294,1415,0.914,27.51,121,2.35,5,46,4,0,4,3,2,1,9
"Trevor Cann","5.11",190,"London Knights",1989-03-30,52,1507,1639,0.919,32.48,132,2.62,6,35,15,0,15,3,2,1,2
"Dan Spence","6.00",185,"Sarnia Sting",1988-01-17,54,1561,1707,0.914,32.5,146,2.78,2,29,19,4,23,3,1,2,18
"Steve Gleeson","6.03",197,"Windsor Spitfires",1992-04-15,9,139,155,0.897,26.99,16,2.79,0,4,1,0,1,0,0,0,0
"Peter Di Salvo","6.00",196,"Barrie Colts",1990-11-14,34,1038,1130,0.919,34.81,92,2.83,3,15,13,3,16,1,0,1,2
"Jason Guy","6.00",173,"London Knights",1988-07-19,15,453,494,0.917,34.25,41,2.84,2,10,4,0,4,1,0,1,0
"Patrick Killeen","6.04",204,"Brampton Battalion",1990-04-15,34,723,814,0.888,25.5,91,2.85,2,19,11,1,12,4,3,1,4
"Chris Carrozzi","6.02",185,"Mississauga St. Michael's Majors",1990-03-02,47,1310,1443,0.908,31.89,133,2.94,2,27,14,1,15,7,5,2,0
"JP Anderson","6.00",195,"Mississauga St. Michael's Majors",1992-04-27,26,651,720,0.904,30.67,69,2.94,0,12,12,0,12,1,1,0,0
"Michael Hutchinson","6.03",185,"Barrie Colts",1990-03-02,38,1157,1265,0.915,35.37,108,3.02,5,15,20,0,20,1,0,1,2
"Edward Pasquale","6.02",216,"Saginaw Spirit",1990-11-20,61,1821,1999,0.911,33.92,178,3.02,0,32,21,3,24,6,3,3,13
"Matt Hackett","6.03",170,"Plymouth Whalers",1990-03-07,55,1618,1772,0.913,35.02,154,3.04,2,34,15,3,18,2,2,0,6
"Jaroslav Janus","6.00",190,"Erie Otters",1989-09-21,49,1500,1652,0.908,35.17,152,3.24,3,25,20,3,23,5,4,1,2
"Chris Perugini","5.11",152,"Ottawa 67's",1991-02-06,49,1293,1434,0.902,33.03,141,3.25,0,27,10,3,13,5,3,2,0
"Jake Fischer","6.03",192,"Guelph Storm",1989-02-15,19,479,535,0.895,31.21,56,3.27,0,9,5,1,6,3,2,1,0
"Adam Courchaine","6.03",185,"Ottawa 67's",1989-02-20,30,717,800,0.896,31.57,83,3.28,2,13,11,2,13,2,2,0,0
"Parker Van Buskirk","6.00",190,"Kitchener Rangers",1988-03-26,53,1482,1642,0.903,34.16,160,3.33,1,20,25,3,28,4,2,2,2
"Josh Unice","6.00",176,"Windsor Spitfires",1989-06-24,28,705,791,0.891,30.62,86,3.33,0,11,15,0,15,2,2,0,4
