"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Finn Moffett","6.03",170,"Niagara IceDogs",2007-02-06,1,3,3,1,34.5,0,0,0,0,0,0,0,0,0,0,0
"Austin Elliott","6.01",180,"London Knights",2004-05-14,33,852,922,0.924,27.71,70,2.1,3,32,1,0,1,3,3,0,0
"Jackson Parsons","6.02",202,"Kitchener Rangers",2004-11-23,52,1330,1445,0.92,28.13,115,2.24,5,37,12,3,15,3,3,0,6
"Trenten Bennett","6.08",220,"Owen Sound Attack",2006-04-01,6,169,183,0.923,34.59,14,2.65,1,1,4,0,4,0,0,0,0
"Aleksei Medvedev","6.03",195,"London Knights",2007-09-10,34,943,1034,0.912,31.75,91,2.79,3,22,8,2,10,0,0,0,2
"Jacob Oster","6.03",190,"Oshawa Generals",2004-03-26,53,1396,1545,0.904,29.14,149,2.81,3,32,17,3,20,2,1,1,6
"Mike McIvor","6.01",182,"North Bay Battalion",2006-03-22,45,1230,1352,0.91,31.73,122,2.86,3,22,17,3,20,3,3,0,0
"Ben Hrebik","6.03",210,"Barrie Colts",2006-04-04,34,1080,1174,0.92,35.79,94,2.87,1,21,9,2,11,2,2,0,0
"Michael Newlove","6.02",187,"Windsor Spitfires",2007-01-14,3,66,73,0.904,30.1,7,2.89,0,2,0,0,0,0,0,0,0
"Joey Costanzo","6.01",184,"Windsor Spitfires",2005-07-26,51,1157,1297,0.892,27.26,140,2.94,4,34,10,3,13,1,0,1,0
"David Egorov","6.02",195,"Brantford Bulldogs",2006-05-18,24,610,673,0.906,31.73,63,2.97,0,13,5,2,7,2,2,0,0
"Jack Ivankovic","5.11",178,"Brampton Steelheads",2007-05-22,43,1173,1299,0.903,31.47,126,3.05,2,25,12,5,17,1,1,0,7
"Nathan Day","6.04",205,"Flint Firebirds",2005-02-04,59,1460,1634,0.894,28.83,174,3.07,2,26,25,2,27,6,3,3,4
"Ryerson Leenders","6.01",182,"Brantford Bulldogs",2006-06-01,48,1477,1623,0.91,34.54,146,3.11,1,31,14,3,17,1,1,0,0
"Mason Vaccari","5.11",184,"Kingston Frontenacs",2005-04-29,25,534,603,0.886,27.33,69,3.13,0,11,4,1,5,4,1,3,0
"Charlie Schenkel","6.05.",203,"Kingston Frontenacs",2004-08-16,47,1137,1268,0.897,30.32,131,3.13,2,24,16,0,16,2,2,0,0
"Sam Hillebrandt","6.01",170,"Barrie Colts",2005-02-21,37,1046,1158,0.903,32.63,112,3.16,0,21,13,0,13,2,0,2,2
"Masen Johnston","6.01",190,"Peterborough Petes",2007-02-08,5,122,134,0.91,35.99,12,3.22,0,0,2,0,2,1,0,1,0
"Nolan Lalonde","6.02",197,"Soo Greyhounds",2004-02-14,36,880,991,0.888,29.45,111,3.3,3,16,12,5,17,2,0,2,0
"Carter George","6.02",195,"Owen Sound Attack",2006-05-20,47,1514,1665,0.909,36.94,151,3.35,0,17,22,3,25,4,1,3,0
"Isaac Gravelle","6.00",186,"Oshawa Generals",2007-01-18,14,343,391,0.877,27.39,48,3.36,0,9,3,1,4,4,3,1,0
"Jason Schaubel","6.00",165,"Kitchener Rangers",2008-08-30,18,423,482,0.878,27.81,59,3.4,0,10,3,1,4,4,2,2,0
"Noah Erliden","5.11",183,"Erie Otters",2005-09-09,54,1470,1642,0.895,32.65,172,3.42,2,28,18,4,22,5,3,2,0
"Gavin Betts","6.00",186,"Kingston Frontenacs",2008-04-03,9,183,209,0.876,27.64,26,3.44,0,5,4,0,4,0,0,0,2
"Nate Krawchuk","6.02",180,"Sudbury Wolves",2005-07-04,47,1335,1481,0.901,34.99,146,3.45,0,19,20,5,25,0,0,0,2
"Carter Froggett","6.04",215,"Windsor Spitfires",2006-04-07,21,435,495,0.879,29.03,60,3.52,0,8,7,1,8,1,0,1,0
"Kaleb Papineau","6.02",185,"Saginaw Spirit",2006-01-25,23,513,584,0.878,29.32,71,3.56,0,12,6,0,6,2,2,0,4
"Jaeden Nelson","6.01",195,"Ottawa 67's",2007-04-11,33,913,1027,0.889,32.9,114,3.65,0,12,14,2,16,4,1,3,0
"Collin MacKenzie","6.00",175,"Ottawa 67's",2004-11-30,39,1049,1186,0.884,31.73,137,3.66,1,12,20,2,22,4,1,3,2
