"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Evan Cormier","6.03",200,"North Bay Battalion",1997-11-06,3,29,30,0.967,21.73,1,0.72,0,1,0,0,0,0,0,0,0
"Justin Tugwell","5.10",167,"London Knights",1994-05-19,2,22,24,0.917,24.27,2,2.02,0,1,0,0,0,0,0,0,0
"Jack Moylan","6.02",193,"Kitchener Rangers",1995-04-12,2,43,47,0.915,23.78,4,2.02,0,1,1,0,1,0,0,0,0
"Oscar Dansk","6.03",201,"Erie Otters",1994-02-28,42,957,1053,0.909,26.27,96,2.39,6,29,9,1,10,0,0,0,8
"Matthew Mancina","6.02",191,"Guelph Storm",1996-04-29,28,639,695,0.919,30.19,56,2.43,3,17,5,1,6,2,0,2,0
"Ken Appleby","6.04",205,"Oshawa Generals",1995-04-10,24,588,639,0.92,31.07,51,2.48,3,11,7,0,7,3,0,3,4
"Jake Smith","5.11",187,"North Bay Battalion",1995-05-01,42,919,1017,0.904,26.11,98,2.52,4,23,12,3,15,5,4,1,2
"Anthony Stolarz","6.06",220,"London Knights",1994-01-20,35,1009,1090,0.926,33.94,81,2.52,4,25,5,1,6,1,0,1,4
"Daniel Altshuller","6.03",200,"Oshawa Generals",1994-07-24,52,1365,1489,0.917,30.73,124,2.56,2,31,13,0,13,8,5,3,9
"Devin Williams","6.00",174,"Erie Otters",1995-10-30,31,682,754,0.905,26.9,72,2.57,5,23,5,1,6,2,2,0,8
"Matt Murray","6.05",171,"Sault Ste. Marie Greyhounds",1994-05-25,49,1497,1625,0.921,32.67,128,2.57,6,32,11,1,12,10,5,5,0
"Justin Nichols","5.09",163,"Guelph Storm",1995-06-25,50,1443,1572,0.918,34.71,129,2.85,4,35,7,1,8,2,2,0,2
"Alex Nedeljkovic","6.00",190,"Plymouth Whalers",1996-01-07,61,2042,2207,0.925,38.54,165,2.88,1,26,27,0,27,13,6,7,6
"Brandon Hope","6.01",196,"Owen Sound Attack",1994-03-18,54,1587,1733,0.916,34.3,146,2.89,2,28,19,2,21,4,2,2,8
"Brandon Halverson","6.04",203,"Sault Ste. Marie Greyhounds",1996-03-29,19,527,583,0.904,30.8,56,2.96,2,12,6,1,7,0,0,0,2
"Daniel Gibl","6.02",186,"Barrie Colts",1995-08-28,27,638,707,0.902,30.38,69,2.96,1,11,13,0,13,2,1,1,0
"Franky Palazzese","6.01",160,"Sudbury Wolves",1993-05-28,60,1889,2062,0.916,35.45,173,2.97,5,27,23,2,25,10,3,7,10
"Mackenzie Blackwood","6.04",224,"Barrie Colts",1996-12-09,45,1142,1266,0.902,30.42,124,2.98,1,23,15,1,16,4,3,1,2
"Brendan O'Neill","6.04",190,"North Bay Battalion",1994-04-24,33,700,786,0.891,27.82,86,3.04,1,14,12,1,13,2,1,1,0
"Jake Patterson","6.01",191,"London Knights",1994-06-18,39,936,1044,0.897,30.41,108,3.15,2,22,9,0,9,4,1,3,2
"Dalen Kuchmey","5.10",185,"Windsor Spitfires",1994-09-05,36,905,1008,0.898,32.49,103,3.32,2,17,13,2,15,2,2,0,0
"Andrew D'Agostini","5.11",180,"Peterborough Petes",1993-03-26,49,1371,1521,0.901,34.46,150,3.4,4,25,21,0,21,3,1,2,9
"Jake Paterson","6.01",183,"Saginaw Spirit",1994-05-03,45,1379,1522,0.906,36.27,143,3.41,2,24,18,2,20,3,3,0,2
"Lucas Peressini","6.3",195,"Kingston Frontenacs",1995-03-09,25,662,734,0.902,34.95,72,3.43,0,11,4,2,6,2,0,2,0
"Justin Fazio","6.01",189,"Sarnia Sting",1997-05-03,3,73,81,0.901,34.71,8,3.43,0,0,2,0,2,0,0,0,0
"Troy Timpano","6.00",202,"Sudbury Wolves",1997-11-13,12,311,348,0.894,32.29,37,3.43,0,6,1,1,2,1,0,1,0
