"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Barclay Goodrow",1993-02-26,"RW","North Bay Battalion",63,7,3,10,0.16,15
"Eric Locke",1993-11-21,"C","Saginaw Spirit",48,6,3,9,0.19,15
"Scott Laughton",1994-05-30,"C","Oshawa Generals",54,5,2,7,0.13,8
"Chris Tierney",1994-07-01,"C","London Knights",67,4,3,7,0.1,8
"Michael Curtis",1993-01-26,"LW","Erie Otters",68,3,4,7,0.1,12
"Joseph Blandisi",1994-07-18,"C","Barrie Colts",47,5,1,6,0.13,12
"Bradley  Latour",1995-09-13,"RW","Oshawa Generals",66,3,3,6,0.09,13
"Brendan Gaunce",1994-03-25,"C","Erie Otters",65,3,3,6,0.09,8
"Max Domi",1995-03-02,"LW","London Knights",61,3,3,6,0.1,6
"Pius Suter",1996-05-24,"C","Guelph Storm",66,3,3,6,0.09,25
"Andreas Athanasiou",1994-08-06,"LW","Barrie Colts",66,4,1,5,0.08,5
"Connor Brown",1994-01-14,"RW","Erie Otters",68,4,1,5,0.07,4
"Justin Kea",1994-02-07,"C","Saginaw Spirit",58,4,1,5,0.09,10
"Dylan Sadowy",1996-04-02,"LW","Saginaw Spirit",68,3,2,5,0.07,14
"Josh Anderson",1994-05-07,"RW","London Knights",59,3,2,5,0.08,10
"Kristoff Kontos",1993-12-06,"C","Saginaw Spirit",68,3,2,5,0.07,7
"Patrick Watling",1993-09-26,"LW","Sault Ste. Marie Greyhounds",65,3,2,5,0.08,9
"Henri Ikonen",1994-04-17,"LW","Kingston Frontenacs",54,3,1,4,0.07,6
"Samuel Schutt",1994-04-13,"RW","Kingston Frontenacs",64,3,1,4,0.06,9
"Zack Mitchell",1993-01-07,"RW","Guelph Storm",67,3,1,4,0.06,5
"Brock McGinn",1994-02-02,"LW","Guelph Storm",58,2,2,4,0.07,5
"Slater Koekkoek",1994-02-18,"D","Windsor Spitfires",62,2,2,4,0.06,8
"Dane Fox",1993-10-13,"LW","Erie Otters",67,1,3,4,0.06,4
"Jesse Graham",1994-05-13,"D","Saginaw Spirit",66,1,3,4,0.06,7
"Nelson Armstrong",1993-12-09,"D","Peterborough Petes",66,1,3,4,0.06,9
"Tyler Gaudet",1993-04-04,"C","Sault Ste. Marie Greyhounds",65,1,3,4,0.06,7
"Nicholas Baptiste",1995-08-04,"RW","Sudbury Wolves",65,3,0,3,0.05,3
"Brady Vail",1994-03-11,"C","Windsor Spitfires",67,2,1,3,0.04,4
"Brett Foy",1993-01-15,"C","Mississauga Steelheads",68,2,1,3,0.04,12
"Conor McGlynn",1995-06-19,"C","Kingston Frontenacs",68,2,1,3,0.04,15
"Michael Clarke",1994-04-29,"C","Peterborough Petes",65,2,1,3,0.05,6
"Radek Faksa",1994-01-09,"C","Sudbury Wolves",59,2,1,3,0.05,6
"Tyson Fawcett",1993-06-08,"C","Barrie Colts",68,2,1,3,0.04,6
"Adam Pelech",1994-08-16,"D","Erie Otters",60,1,2,3,0.05,5
"Josh Burnside",1995-02-11,"LW","Mississauga Steelheads",62,1,2,3,0.05,8
"Nick Ebert",1994-05-11,"D","Guelph Storm",65,1,2,3,0.05,6
"Ryan Horvat",1993-02-09,"C","Guelph Storm",59,1,2,3,0.05,10
"Sam Bennett",1996-06-20,"C","Kingston Frontenacs",57,1,2,3,0.05,3
"Troy Donnay",1994-02-18,"D","Erie Otters",66,1,2,3,0.05,16
"Zac Leslie",1994-01-31,"D","Guelph Storm",60,1,2,3,0.05,6
"Brady Austin",1993-06-16,"D","London Knights",67,0,3,3,0.04,9
"Erik Bradford",1994-10-19,"C","Ottawa 67's",66,0,3,3,0.05,4
"Ben Johnson",1994-06-07,"LW","Windsor Spitfires",59,2,0,2,0.03,4
"Ben Thomson",1993-01-16,"LW","North Bay Battalion",55,2,0,2,0.04,4
"Bobby MacIntyre",1996-09-08,"LW","Mississauga Steelheads",61,2,0,2,0.03,10
"Brendan  Perlini",1996-04-27,"LW","Niagara IceDogs",58,2,0,2,0.03,3
"Connor McDavid",1997-01-13,"C","Erie Otters",56,2,0,2,0.04,2
"Curtis Meighan",1994-03-27,"C","Kitchener Rangers",68,2,0,2,0.03,5
"Dakota Mermis",1994-01-05,"D","London Knights",66,2,0,2,0.03,8
"Daniel Nikandrov",1995-02-03,"C","Sarnia Sting",53,2,0,2,0.04,8
"Gemel Smith",1994-04-16,"LW","London Knights",69,2,0,2,0.03,3
"Jake Dotchin",1994-03-24,"D","Barrie Colts",63,2,0,2,0.03,6
"Ryan Hartman",1994-09-20,"RW","Plymouth Whalers",52,2,0,2,0.04,4
"Sam Povorozniouk",1995-02-11,"RW","Windsor Spitfires",64,2,0,2,0.03,5
"Zach Nastasiuk",1995-03-30,"RW","Owen Sound Attack",62,2,0,2,0.03,4
"Anthony Stefano",1996-01-04,"C","Peterborough Petes",65,1,1,2,0.03,6
"Bo Horvat",1995-04-05,"C","London Knights",54,1,1,2,0.04,3
"Brandon Lindberg",1996-09-24,"C","Sarnia Sting",55,1,1,2,0.04,15
"Brendan Bell",1994-03-17,"LW","Ottawa 67's",68,1,1,2,0.03,4
"Bryan Moore",1994-05-25,"RW","Sault Ste. Marie Greyhounds",58,1,1,2,0.03,3
"Bryson Cianfrone",1995-02-14,"C","Mississauga Steelheads",65,1,1,2,0.03,5
"Carter Sandlak",1993-05-18,"LW","Plymouth Whalers",61,1,1,2,0.03,4
"Cole Cassels",1995-05-04,"C","Oshawa Generals",61,1,1,2,0.03,3
"Darnell Nurse",1995-02-04,"D","Sault Ste. Marie Greyhounds",64,1,1,2,0.03,4
"Garrett Hooey",1994-06-02,"C","Barrie Colts",67,1,1,2,0.03,4
"Gianluca Curcuruto",1994-02-25,"D","Plymouth Whalers",57,1,1,2,0.04,7
"Matt Rupert",1994-06-02,"LW","London Knights",53,1,1,2,0.04,3
"Mitch Jones",1995-02-08,"D","Plymouth Whalers",62,1,1,2,0.03,14
