"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Logan Phillips","6.00",172,"Sarnia Sting",2004-05-24,2,16,16,1,20.1,0,0,0,1,0,0,0,0,0,0,0
"Michael Simpson","6.01",198,"London Knights",2003-02-09,48,1153,1274,0.905,27.53,121,2.61,4,34,10,1,11,1,0,1,2
"Jack Ivankovic","5.11",178,"Mississauga Steelheads",2007-05-22,25,687,751,0.915,31.91,64,2.72,1,14,5,4,9,1,1,0,0
"Landon Miller","6.05",202,"Soo Greyhounds",2006-01-03,30,555,624,0.889,25.2,69,2.79,2,17,6,0,6,2,0,2,0
"Kyle Downey","6.02",180,"Guelph Storm",2004-03-04,4,55,64,0.859,19.93,9,2.8,1,1,2,0,2,0,0,0,0
"Jacob Oster","6.03",190,"Oshawa Generals",2004-03-26,60,1605,1773,0.905,29.81,168,2.82,3,35,16,7,23,2,1,1,2
"Jaeden Nelson","6.01",195,"Ottawa 67's",2007-04-11,2,28,32,0.875,22.74,4,2.84,0,0,0,0,0,1,0,1,0
"Andrew Oke","6.02",190,"Saginaw Spirit",2004-03-26,41,887,997,0.89,26.22,110,2.89,2,29,10,1,11,0,0,0,2
"Owen Willmore","6.03",180,"London Knights",2004-12-14,23,579,644,0.899,29.29,65,2.96,1,16,4,0,4,4,2,2,0
"Ethan Fraser","6.00",185,"Erie Otters",2003-01-10,10,273,302,0.904,30.81,29,2.96,1,6,1,1,2,2,0,2,0
"Jackson Parsons","6.02",202,"Kitchener Rangers",2004-11-23,51,1258,1403,0.897,28.96,145,2.99,4,27,18,2,20,0,0,0,2
"Damian Slavik","6.04",185,"Guelph Storm",2005-06-09,23,521,585,0.891,27.88,64,3.05,0,10,6,3,9,0,0,0,2
"Collin MacKenzie","6.00",175,"Ottawa 67's",2004-11-30,31,780,866,0.901,30.75,86,3.05,1,14,11,2,13,2,1,1,2
"Charlie Schenkel","6.05.",203,"Soo Greyhounds",2004-08-16,47,1009,1143,0.883,26.42,134,3.1,2,28,12,3,15,3,3,0,2
"Ryerson Leenders","6.01",182,"Mississauga Steelheads",2006-06-01,46,1388,1527,0.909,34.29,139,3.12,3,24,17,4,21,0,0,0,6
"Dom DiVincentiis","6.03",200,"North Bay Battalion",2004-03-04,42,1095,1224,0.895,29.69,129,3.13,1,27,9,4,13,1,0,1,8
"Brayden Gillespie","5.11",172,"Guelph Storm",2005-07-23,49,1282,1428,0.898,30.85,146,3.15,1,23,21,3,24,4,3,1,0
"Nate Krawchuk","6.02",180,"Sudbury Wolves",2005-07-04,16,283,323,0.876,26.26,40,3.25,0,6,6,0,6,0,0,0,0
"Noah Bender","6.04",195,"Oshawa Generals",2006-06-30,12,244,273,0.894,30.68,29,3.26,0,5,3,0,3,1,0,1,0
"Matteo Drobac","6.02",199,"Brantford Bulldogs",2003-08-07,52,1316,1475,0.892,30.29,159,3.27,3,28,14,7,21,3,1,2,4
"Carter George","6.02",195,"Owen Sound Attack",2006-05-20,56,1744,1923,0.907,35.5,179,3.3,4,23,21,6,27,4,1,3,4
"Ben Gaudreau","6.02",172,"Erie Otters",2003-01-11,35,887,998,0.889,29.78,111,3.31,0,21,11,2,13,2,2,0,0
"Nolan Lalonde","6.02",197,"Saginaw Spirit",2004-02-14,36,739,850,0.869,25.36,111,3.31,0,21,8,1,9,1,0,1,8
"Tristan Malboeuf","6.00",173,"Kitchener Rangers",2004-03-21,22,477,546,0.874,27.72,69,3.5,0,14,5,2,7,0,0,0,0
"Mason Vaccari","5.11",184,"Kingston Frontenacs",2005-04-29,59,1458,1657,0.88,29.55,199,3.55,0,27,27,3,30,1,1,0,0
"Sam Hillebrandt","6.01",170,"Barrie Colts",2005-02-21,36,1071,1191,0.899,36.42,120,3.67,1,16,15,2,17,2,2,0,0
"Nathan Day","6.04",205,"Flint Firebirds",2005-02-04,54,1271,1465,0.868,28.14,194,3.73,0,25,26,1,27,3,2,1,2
"Ian Michelone","6.02",212,"Ottawa 67's",2004-06-21,35,800,913,0.876,30.11,113,3.73,2,17,10,4,14,1,0,1,0
"Mike McIvor","6.01",182,"North Bay Battalion",2006-03-22,18,423,483,0.876,30.4,60,3.78,1,8,9,0,9,0,0,0,0
"Jakub Vondras","6.04",190,"Sudbury Wolves",2004-05-21,37,747,868,0.861,27.21,121,3.79,1,20,10,2,12,2,1,1,0
"Zach Bowen","6.02",190,"Peterborough Petes",2005-04-25,25,731,816,0.896,36.91,85,3.84,0,8,12,3,15,0,0,0,4
"David Egorov","6.02",195,"Brantford Bulldogs",2006-05-18,22,500,575,0.87,29.58,75,3.86,0,9,6,2,8,0,0,0,0
"Marcus Vandenberg","5.11",172,"Sudbury Wolves",2004-04-25,40,984,1121,0.878,31.74,137,3.88,0,15,13,4,17,2,0,2,0
"Liam Sztuska","6.01",182,"Peterborough Petes",2004-05-01,44,1556,1719,0.905,41.64,163,3.95,1,11,25,4,29,1,0,1,6
"Nick Surzycia","6.00",170,"Sarnia Sting",2004-12-17,52,1318,1507,0.875,31.7,189,3.98,1,16,28,2,30,3,2,1,0
"Jacob Brown","6.03",190,"Flint Firebirds",2006-03-07,18,395,463,0.853,28.52,68,4.19,0,5,7,3,10,0,0,0,0
"Ben West","6.03",156,"Barrie Colts",2003-04-04,37,1131,1274,0.888,37.63,143,4.22,0,12,20,2,22,3,3,0,0
"Max Donoso","6.01",185,"Windsor Spitfires",2003-06-11,44,1175,1346,0.873,33.77,171,4.29,1,13,21,3,24,1,0,1,0
"Owen Flores","6.02",195,"Niagara IceDogs",2004-05-09,43,1329,1501,0.885,39.09,172,4.48,1,10,27,3,30,1,0,1,14
"Charlie Robertson","6.04",182,"Niagara IceDogs",2005-04-02,32,947,1074,0.882,38.29,127,4.53,1,8,11,4,15,2,0,2,0
"Karsen Chartier","6.03",183,"Sarnia Sting",2006-01-01,24,471,557,0.846,29.49,86,4.55,0,7,11,1,12,2,2,0,2
"JJ Salajko","6.01",191,"Kingston Frontenacs",2006-07-28,12,225,270,0.833,27.43,45,4.57,0,5,3,1,4,0,0,0,0
"Ben Hrebik","6.03",210,"Barrie Colts",2006-04-04,2,49,56,0.875,36.64,7,4.58,0,0,1,0,1,0,0,0,0
"Charlie Burns","6.01",177,"Erie Otters",2006-01-29,7,151,178,0.848,31.61,27,4.8,1,2,4,0,4,1,1,0,0
"Joey Costanzo","6.01",184,"Windsor Spitfires",2005-07-26,39,1059,1238,0.855,35.21,179,5.09,0,10,23,2,25,2,1,1,2
"Jacob Gibbons","6.05",205,"Erie Otters",2006-11-23,20,330,403,0.819,28.23,73,5.11,0,5,7,1,8,0,0,0,2
"Corbin Votary","6.03",195,"Owen Sound Attack",2004-04-12,18,393,465,0.845,36.25,72,5.61,0,6,8,0,8,0,0,0,2
"Matthew Koprowski","6.03",212,"Owen Sound Attack",2007-02-05,2,63,72,0.875,45.21,9,5.65,0,0,1,0,1,0,0,0,0
"Carter Froggett","6.04",215,"Windsor Spitfires",2006-04-07,2,30,38,0.789,26.88,8,5.66,0,0,1,0,1,0,0,0,0
"Easton Rye","6.00",196,"Peterborough Petes",2006-10-28,9,191,227,0.841,39.05,36,6.19,0,1,4,0,4,1,1,0,0
"Drew Gaulton","6.03",205,"Sudbury Wolves",2006-04-07,1,25,32,0.781,32.76,7,7.17,0,0,1,0,1,0,0,0,0
"Sergei Litvinov","6.00",178,"Erie Otters",2003-10-20,1,26,29,0.897,29.87,3,3.09,0,0,1,0,1,0,0,0,0
"Boe Piroski","6.02",190,"Erie Otters",2004-03-04,1,25,30,0.833,30,5,5,0,0,1,0,1,0,0,0,0
