"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Adam Munro","6.01",200,"Erie Otters",1982-11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steve Mongrain","5.10",180,"Oshawa Generals",1979-02-08,1,20,21,0.952,21,1,1,0,1,0,0,0,0,0,0,0
"Robert Holsinger","5.11",195,"Plymouth Whalers",1979-05-31,40,942,1020,0.924,27.17,78,2.08,5,28,9,1,10,0,0,0,4
"Levente Szuper","5.11",175,"Ottawa 67's",1980-06-06,32,800,870,0.92,28.99,70,2.33,4,22,6,0,6,0,0,0,0
"Seamus Kotyk","5.11",185,"Ottawa 67's",1980-10-07,41,994,1086,0.915,28.16,92,2.39,5,26,7,0,7,0,0,0,14
"Derek Dolson","5.11",181,"Oshawa Generals",1981-05-23,18,446,485,0.92,30.6,39,2.46,1,11,2,1,3,0,0,0,0
"Brian Finley","6.03",181,"Barrie Colts",1981-07-03,52,1557,1693,0.92,33.16,136,2.66,3,36,9,1,10,0,0,0,2
"Ben Vanderklok","5.11",185,"Barrie Colts",1981-11-30,19,500,545,0.917,32.55,45,2.69,3,13,2,0,2,0,0,0,16
"Rob Zepp","6.01",198,"Plymouth Whalers",1981-09-07,31,737,813,0.907,29.34,76,2.74,3,19,2,1,3,0,0,0,2
"Jason Flick","6.02",200,"Sault Ste. Marie Greyhounds",1979-04-13,31,863,945,0.913,33.22,82,2.88,2,16,11,0,11,0,0,0,2
"Joey MacDonald","6.00",180,"Peterborough Petes",1980-02-07,47,1375,1498,0.918,36.19,123,2.97,3,22,13,2,15,0,0,0,6
"Tyrone Garner","6.01",175,"Oshawa Generals",1978-07-27,44,1328,1452,0.915,34.89,124,2.98,4,24,14,1,15,0,0,0,18
"Gene Chiarello","5.10",190,"London Knights",1979-04-09,62,1983,2165,0.916,35.75,182,3.01,2,32,22,3,25,0,0,0,16
"Craig Anderson","6.02",185,"Guelph Storm",1981-05-21,21,535,587,0.911,35,52,3.1,1,12,4,1,5,0,0,0,6
"Chris Madden","6.01",175,"Guelph Storm",1979-03-10,50,1450,1583,0.916,36.99,133,3.11,2,28,13,0,13,0,0,0,12
"Mike Pickard","5.09",165,"Peterborough Petes",1980-01-21,32,861,945,0.911,35.32,84,3.14,1,18,11,0,11,0,0,0,4
"Greg Hewitt","5.07",155,"Sarnia Sting",1979-10-08,39,937,1041,0.9,31.86,104,3.18,2,16,12,0,12,0,0,0,8
"Curtis Cruickshank","6.01",212,"Sarnia Sting",1979-03-21,44,1329,1458,0.912,36.55,129,3.23,3,23,13,1,14,0,0,0,21
"Michael Barber","",NA,"North Bay Centennials",NA,1,13,15,0.867,24.88,2,3.32,0,0,0,0,0,0,0,0,0
"Mike D'Alessandro","5.10",180,"Guelph Storm",1981-08-14,13,244,273,0.894,31.58,29,3.35,0,4,4,0,4,0,0,0,0
"Alex Auld","6.04",200,"North Bay Centennials",1981-01-07,37,1049,1155,0.908,36.59,106,3.36,1,9,19,1,20,0,0,0,2
"Reg Bourcier","5.10",184,"Kitchener Rangers",1980-03-13,45,1444,1570,0.92,42.04,126,3.37,0,14,20,1,21,0,0,0,4
"Taylor Cummings","5.11",185,"London Knights",1980-08-15,4,100,110,0.909,37.22,10,3.38,0,0,2,0,2,0,0,0,2
"Cory Campbell","6.00",190,"Belleville Bulls",1981-07-27,46,1392,1548,0.899,34.67,156,3.49,1,28,12,1,13,0,0,0,8
