"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Mark Cadotte",1977-03-11,"C","London Knights",16,4,1,5,0.31,26
"Jeremy Adduono",1978-08-04,"LW","Sudbury Wolves",10,2,0,2,0.2,20
"Shane Nash",1979-01-24,"C","Erie Otters",7,2,0,2,0.29,33
"Brandon Coalter",1978-06-22,"LW","Oshawa Generals",7,1,1,2,0.29,33
"Dan Tessier",1979-01-03,"C","Ottawa 67's",14,1,1,2,0.14,11
"Jason Sands",1977-03-21,"C","Sudbury Wolves",9,0,2,2,0.22,18
"Ben Gustavson",1978-04-23,"C","Ottawa 67's",14,1,0,1,0.07,6
"Dan Snyder",1978-02-23,"C","Owen Sound Platers",10,1,0,1,0.1,20
"Darren Mortier",1978-05-04,"C","Kitchener Rangers",6,1,0,1,0.17,50
"Derrell Upton",1979-07-07,"RW","Oshawa Generals",7,1,0,1,0.14,11
"Glenn Crawford",1978-02-27,"C","Sudbury Wolves",10,1,0,1,0.1,14
"Jeff Tetzlaff",1978-01-22,"RW","Barrie Colts",6,1,0,1,0.17,25
"Jim Midgley",1978-03-05,"C","Belleville Bulls",10,1,0,1,0.1,11
"Jon Sim",1977-09-29,"C","Sarnia Sting",5,1,0,1,0.2,20
"Larry Paleczny",1978-04-02,"C","Owen Sound Platers",10,1,0,1,0.1,12
"Manny Malhotra",1980-05-18,"C","Guelph Storm",13,1,0,1,0.08,6
"Matt Cooke",1978-09-07,"LW","Kingston Frontenacs",12,1,0,1,0.08,6
"Matt Price",1978-04-27,"LW","Kingston Frontenacs",8,1,0,1,0.12,20
"Peter Campbell",1979-09-07,"C","Sudbury Wolves",10,1,0,1,0.1,17
"Randy Rowe",1980-06-10,"LW","Belleville Bulls",10,1,0,1,0.1,33
"Richard Pitirri",1978-01-01,"C","London Knights",16,1,0,1,0.06,8
"Scott Barney",1979-03-27,"C","Peterborough Petes",4,1,0,1,0.25,100
"Steve Wasylko",1978-07-11,"C","Plymouth Whalers",14,1,0,1,0.07,14
"Adam Mair",1979-02-17,"C","Owen Sound Platers",11,0,1,1,0.09,11
"Branislav Mezei",1980-08-10,"D","Belleville Bulls",8,0,1,1,0.12,50
"Brian Campbell",1979-05-23,"D","Ottawa 67's",14,0,1,1,0.07,7
"Brian Willsie",1978-03-16,"RW","Guelph Storm",13,0,1,1,0.08,6
"Colin Chaulk",1977-01-07,"C","Kingston Frontenacs",12,0,1,1,0.08,9
"Colin Pepperall",1978-04-28,"LW","Erie Otters",7,0,1,1,0.14,12
"Evgeny Korolev",1978-07-24,"D","London Knights",15,0,1,1,0.07,11
"Jason Metcalfe",1978-03-15,"D","London Knights",5,0,1,1,0.2,100
