"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Kevin King","",NA,"Sault Ste. Marie Greyhounds",NA,2,9,9,1,51.35,0,0,0,0,0,0,0,0,0,0,0
"Eric Tobia","6.00",180,"Belleville Bulls",1984-06-21,18,445,484,0.919,31.1,39,2.51,0,8,5,1,6,0,0,0,0
"Jeff Weber","6.02",185,"Plymouth Whalers",1984-09-24,23,607,662,0.917,31.1,55,2.58,1,13,4,1,5,0,0,0,4
"Scott Dickie","5.10",185,"Kitchener Rangers",1982-12-16,44,1113,1218,0.914,30.1,105,2.59,2,30,6,1,7,0,0,0,6
"Paul Drew","5.10",199,"Plymouth Whalers",1983-11-20,49,1212,1338,0.906,27.99,126,2.64,3,29,11,1,12,0,0,0,0
"Ryan Munce","6.02",177,"Sarnia Sting",1985-04-16,27,675,737,0.916,31.37,62,2.64,3,15,7,0,7,0,0,0,0
"Chris Houle","6.03",197,"London Knights",1982-09-09,48,1210,1322,0.915,31.38,112,2.66,2,22,13,3,16,0,0,0,0
"Matt Anthony","5.09",175,"Windsor Spitfires",1984-03-18,15,374,410,0.912,30.67,36,2.69,0,8,3,0,3,0,0,0,0
"Kevin Couture","5.10",182,"Brampton Battalion",1985-03-17,30,778,849,0.916,32.44,71,2.71,2,11,11,0,11,0,0,0,0
"Andrew Penner","6.03",205,"Guelph Storm",1982-12-21,51,1298,1437,0.903,28.74,139,2.78,0,21,20,1,21,0,0,0,18
"John Ceci","5.11",165,"Owen Sound Attack",1983-08-19,46,1189,1310,0.908,30.2,121,2.79,4,25,12,2,14,0,0,0,0
"Robert Gherson","6.01",175,"Sarnia Sting",1983-10-08,49,1313,1438,0.913,32.72,125,2.84,3,26,11,1,12,0,0,0,13
"Carlo DiRienzo","6.00",188,"Kitchener Rangers",1986-02-10,27,611,677,0.903,29.55,66,2.88,2,12,7,2,9,0,0,0,0
"David Currie","5.10",175,"Peterborough Petes",1982-03-24,52,1511,1653,0.914,33.93,142,2.91,6,24,13,3,16,0,0,0,0
"Ryan Aschaber","6.03",190,"Windsor Spitfires",1982-01-29,46,1463,1594,0.918,35.53,131,2.92,4,23,18,1,19,0,0,0,4
"Matt Iorianni","6.02",220,"London Knights",1984-06-26,10,226,250,0.904,30.87,24,2.96,2,3,4,0,4,0,0,0,0
"Michael Mole","6.00",196,"Belleville Bulls",1982-10-12,54,1465,1620,0.904,30.98,155,2.96,1,25,22,1,23,0,0,0,8
"Paulo Colaiacovo","6.01",200,"Barrie Colts",1983-01-27,61,1600,1759,0.91,33.01,159,2.98,5,26,17,8,25,0,0,0,2
"Brad Topping","6.01",198,"Brampton Battalion",1984-06-05,47,1310,1437,0.912,33.8,127,2.99,4,23,13,4,17,0,0,0,0
"Kevin Druce","5.11",190,"Oshawa Generals",1984-02-10,23,435,491,0.886,26.31,56,3,0,9,5,1,6,0,0,0,0
"Andy Chiodo","6.00",195,"Toronto St. Michael's Majors",1983-04-25,57,1653,1808,0.914,35.4,155,3.04,3,26,16,2,18,0,0,0,2
"Lukas Mensator","5.10",180,"Ottawa 67's",1984-08-18,42,1097,1221,0.898,30.6,124,3.11,0,26,8,2,10,0,0,0,0
"Matt Harpwood","6.00",175,"Mississauga IceDogs",1983-07-21,38,928,1028,0.903,32.04,100,3.12,3,13,11,3,14,0,0,0,4
"Justin Peters","6.02",210,"Toronto St. Michael's Majors",1986-08-30,23,522,577,0.905,32.76,55,3.12,0,6,8,3,11,0,0,0,2
"Chris Beckford-Tseu","6.03",195,"Oshawa Generals",1984-06-22,54,1307,1466,0.892,28.95,159,3.14,4,25,25,1,26,0,0,0,0
"Adam Dennis","6.00",175,"Guelph Storm",1985-02-08,18,385,430,0.895,30.52,45,3.19,0,6,6,1,7,0,0,0,0
"Michael Ouzas","5.10",189,"Barrie Colts",1985-08-30,8,126,142,0.887,28.38,16,3.2,0,0,3,0,3,0,0,0,0
"T.J. Aceti","6.00",198,"Erie Otters",1982-06-13,55,1314,1486,0.884,28.37,172,3.28,2,21,26,2,28,0,0,0,32
"Miguel Beaudry","5.11",180,"Mississauga IceDogs",1982-05-29,44,1103,1227,0.899,32.92,124,3.33,1,14,20,0,20,0,0,0,0
"Jeff MacDougald","6.01",190,"Peterborough Petes",1985-01-24,24,577,648,0.89,31.91,71,3.5,0,8,9,0,9,0,0,0,4
