"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Jake Patterson","6.01",191,"London Knights",1994-06-18,6,91,98,0.929,25.84,7,1.85,0,2,2,0,2,1,1,0,0
"Mark Visentin","6.02",201,"Niagara IceDogs",1992-08-07,42,1001,1081,0.926,26.95,80,1.99,10,30,9,0,9,2,0,2,2
"Matej Machovsky","6.02",186,"Brampton Battalion",1993-07-25,42,877,972,0.902,24.1,95,2.36,5,24,13,0,13,5,1,4,8
"Michael Houser","6.02",192,"London Knights",1992-09-13,62,1862,2014,0.925,32.68,152,2.47,6,46,15,0,15,5,4,1,4
"Malcolm Subban","6.02",201,"Belleville Bulls",1993-12-21,39,1121,1215,0.923,32.29,94,2.5,3,25,14,0,14,3,3,0,0
"Matt Mahalak","6.02",186,"Plymouth Whalers",1993-01-22,30,866,938,0.923,34.63,72,2.66,3,19,8,0,8,3,3,0,0
"Mathias Niederberger","5.11",171,"Barrie Colts",1992-11-26,49,1424,1551,0.918,32.77,127,2.68,3,29,14,1,15,7,5,2,2
"John Gibson","6.03",208,"Kitchener Rangers",1993-07-14,32,1127,1214,0.928,38.4,87,2.75,1,21,10,0,10,4,4,0,10
"Keegan Wilson","6.01",183,"Brampton Battalion",1992-03-03,31,667,748,0.892,26.08,81,2.82,1,12,9,3,12,5,2,3,4
"Petr Mrazek","6.01",184,"Ottawa 67's",1992-02-14,50,1577,1720,0.917,34.21,143,2.84,3,30,13,4,17,7,5,2,2
"Christopher Festarini","6.02",191,"Niagara IceDogs",1993-06-03,28,736,814,0.904,29.79,78,2.85,2,16,10,0,10,2,2,0,2
"Brandon Maxwell","6.01",199,"Mississauga St. Michael's Majors",1991-03-22,59,1688,1848,0.913,33.71,160,2.92,6,33,22,1,23,6,3,3,6
"Franky Palazzese","6.01",160,"Kitchener Rangers",1993-05-28,36,1277,1378,0.927,39.95,101,2.93,0,20,13,1,14,2,1,1,6
"Scott Stajcer","6.03",196,"Owen Sound Attack",1991-06-14,28,842,925,0.91,33.04,83,2.96,1,10,11,3,14,3,0,3,6
"Jordan Binnington","6.02",169,"Owen Sound Attack",1993-07-11,39,1110,1225,0.906,31.9,115,2.99,1,21,17,0,17,5,4,1,4
"Shayne Campbell","6.02",190,"Ottawa 67's",1992-11-16,1,32,35,0.914,35,3,3,0,1,0,0,0,0,0,0,0
"Scott Wedgewood","6.01",187,"Plymouth Whalers",1992-08-14,43,1278,1403,0.911,33.92,125,3.02,3,28,10,2,12,2,1,1,2
"JP Anderson","6.00",195,"Sarnia Sting",1992-04-27,57,1652,1820,0.908,32.81,168,3.03,3,27,23,2,25,8,4,4,0
"Garret Sparks","6.02",213,"Guelph Storm",1993-06-28,59,1669,1840,0.907,33.42,171,3.11,5,27,25,1,26,4,1,3,12
"Kevin Bailie","6.03",195,"Oshawa Generals",1992-01-03,42,1257,1381,0.91,35.1,124,3.15,1,20,14,2,16,4,2,2,0
