"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Dana Bannerman","5.11",180,"Barrie Colts",1981-11-19,3,60,63,0.952,33.96,3,1.62,0,2,0,0,0,0,0,0,4
"Jeremy Elliott","",NA,"Sault Ste. Marie Greyhounds",NA,3,73,78,0.936,30.51,5,1.96,0,1,0,0,0,0,0,0,0
"Jeremy Day","6.00",210,"Sault Ste. Marie Greyhounds",1982-08-24,4,63,68,0.926,29.44,5,2.16,0,1,0,0,0,0,0,0,0
"Rob Zepp","6.01",198,"Plymouth Whalers",1981-09-07,53,1231,1350,0.912,26.95,119,2.38,3,36,11,0,11,0,0,0,0
"Greg Hewitt","5.07",155,"Sarnia Sting",1979-10-08,52,1563,1692,0.924,33.15,129,2.53,3,24,20,0,20,0,0,0,2
"Levente Szuper","5.11",175,"Ottawa 67's",1980-06-06,53,1479,1601,0.924,33.56,122,2.56,4,31,14,1,15,0,0,0,0
"Mike D'Alessandro","5.10",180,"Barrie Colts",1981-08-14,16,398,433,0.919,33,35,2.67,1,11,3,0,3,0,0,0,0
"Joey MacDonald","6.00",180,"Peterborough Petes",1980-02-07,48,1401,1526,0.918,34.67,125,2.84,2,20,14,1,15,0,0,0,4
"Andrew Sim","5.10",175,"Sarnia Sting",1981-11-12,22,565,617,0.916,34.77,52,2.93,0,9,7,0,7,0,0,0,4
"Derek Dolson","5.11",181,"Oshawa Generals",1981-05-23,40,1231,1342,0.917,35.64,111,2.95,2,19,18,0,18,0,0,0,0
"Mike Gorman","5.10",190,"Sudbury Wolves",1979-12-29,49,1520,1657,0.917,36.08,137,2.98,2,27,15,1,16,0,0,0,0
"David Chant","6.00",188,"Brampton Battalion",1981-03-26,51,1395,1535,0.909,32.99,140,3.01,1,19,14,3,17,0,0,0,2
"Ray Emery","6.02",200,"Sault Ste. Marie Greyhounds",1982-09-28,16,390,426,0.915,35.66,36,3.01,1,9,3,0,3,0,0,0,0
"Adam Munro","6.01",200,"Erie Otters",1982-11-12,22,443,491,0.902,31.07,48,3.04,1,8,7,0,7,0,0,0,0
"Brian Finley","6.03",181,"Barrie Colts",1981-07-03,47,1416,1546,0.916,36.51,130,3.07,2,24,11,1,12,0,0,0,0
"Michael Leighton","6.02",175,"Windsor Spitfires",1981-05-19,42,1062,1180,0.9,31.16,118,3.12,1,17,17,0,17,0,0,0,6
"Seamus Kotyk","5.11",185,"Ottawa 67's",1980-10-07,26,643,708,0.908,34.23,65,3.14,0,12,6,0,6,0,0,0,2
"Gene Chiarello","5.10",190,"London Knights",1979-04-09,50,1777,1934,0.919,38.8,157,3.15,2,17,23,3,26,0,0,0,8
"J.F. Perras","6.00",170,"Erie Otters",1981-04-29,53,1475,1627,0.907,34.13,152,3.19,6,22,19,3,22,0,0,0,8
"Corey Batten","6.01",180,"Belleville Bulls",1980-09-21,36,972,1075,0.904,33.68,103,3.23,2,23,10,0,10,0,0,0,4
"Bill Ruggiero","6.02",198,"Plymouth Whalers",1981-02-25,13,290,328,0.884,27.93,38,3.24,2,6,5,0,5,0,0,0,0
"Alex Auld","6.04",200,"North Bay Centennials",1981-01-07,55,1538,1705,0.902,33.56,167,3.29,2,21,24,2,26,0,0,0,0
