"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Michael Hutchinson","6.03",185,"Barrie Colts",1990-03-02,14,379,406,0.933,31.71,27,2.11,0,8,3,0,3,2,2,0,2
"Michal Neuvirth","6.01",193,"Plymouth Whalers",1988-03-23,41,1172,1258,0.932,33.95,86,2.32,4,26,8,2,10,3,1,2,6
"Thomas McCollum","6.02",208,"Guelph Storm",1989-12-07,55,1419,1545,0.918,29.35,126,2.39,5,26,18,3,21,8,1,7,2
"John Murray","6.01",206,"Kitchener Rangers",1987-07-04,55,1333,1467,0.909,28.2,134,2.58,5,40,9,1,10,5,3,2,18
"Jeremy Smith","6.00",170,"Plymouth Whalers",1989-04-13,34,984,1066,0.923,33.65,82,2.59,4,23,6,0,6,5,4,1,4
"Charles Lavigne","6.00",185,"Kitchener Rangers",1988-07-18,12,275,300,0.917,31.44,25,2.62,0,6,3,0,3,0,0,0,0
"Andrew Perugini","6.00",180,"Barrie Colts",1988-07-12,57,1721,1877,0.917,34.09,156,2.83,4,40,16,0,16,6,5,1,4
"Matt Hache","6.02",191,"Sault Ste. Marie Greyhounds",1988-05-06,19,438,485,0.903,29.71,47,2.88,0,6,4,0,4,5,1,4,0
"Ryan Daniels","6.02",200,"Saginaw Spirit",1988-06-22,60,1692,1866,0.907,31.52,174,2.94,2,38,18,0,18,7,4,3,14
"Jovica Zelenbaba","6.06",214,"Saginaw Spirit",1989-05-23,2,19,23,0.826,17.25,4,3,0,1,0,0,0,0,0,0,0
"Kevin Lalande","6.00",185,"Belleville Bulls",1987-02-19,48,1576,1715,0.919,37.11,139,3.01,3,27,17,0,17,6,3,3,15
"Kyle Gajewski","5.11",162,"Sault Ste. Marie Greyhounds",1987-03-29,56,1355,1515,0.894,28.63,160,3.02,3,31,19,1,20,10,7,3,4
"Edward Pasquale","6.02",216,"Belleville Bulls",1990-11-20,7,209,228,0.917,37.25,19,3.1,0,4,1,0,1,0,0,0,0
"Steve Mason","6.03",190,"London Knights",1988-05-29,62,2123,2322,0.914,37.32,199,3.2,2,45,13,1,14,11,8,3,16
"Parker Van Buskirk","6.00",190,"Sarnia Sting",1988-03-26,48,1325,1471,0.901,33.1,146,3.29,2,24,13,3,16,0,0,0,8
"Sebastian Dahm","5.10",180,"Sudbury Wolves",1987-02-28,47,1244,1392,0.894,31.39,148,3.34,1,17,20,3,23,7,3,4,0
"Stephane Cesar","6.03",175,"London Knights",1988-03-18,9,217,241,0.9,34,24,3.39,0,5,1,0,1,2,2,0,0
"Lucas Lobsinger","6.00",175,"Mississauga IceDogs",1988-04-21,23,588,663,0.887,30.4,75,3.44,0,12,8,0,8,1,0,1,6
"Andrew Loverock","6.03",189,"Mississauga IceDogs",1989-07-29,48,1297,1454,0.892,32.41,157,3.5,1,31,13,0,13,5,2,3,2
"Neil Conway","6.01",183,"Owen Sound Attack",1988-01-17,27,573,653,0.877,28.83,80,3.53,0,13,7,0,7,2,0,2,2
"Michael Swick","5.11",180,"Sudbury Wolves",1989-06-12,18,349,393,0.888,31.7,44,3.55,1,6,3,1,4,1,1,0,0
"Lukas Flueler","6.03",190,"Ottawa 67's",1988-10-22,24,699,774,0.903,36.66,75,3.55,0,9,11,0,11,1,0,1,0
"Bryan Pitton","6.02",176,"Brampton Battalion",1988-01-26,61,1505,1713,0.879,29.41,208,3.57,0,26,29,0,29,5,1,4,14
"Mike Murphy","5.11",165,"Belleville Bulls",1989-01-15,18,551,612,0.9,36.89,61,3.68,0,8,6,0,6,3,1,2,0
"Trevor Cann","5.11",190,"Peterborough Petes",1989-03-30,62,2175,2394,0.909,40.3,219,3.69,0,23,32,1,33,6,2,4,4
"Anthony Guadagnolo","5.11",185,"Owen Sound Attack",1986-01-27,56,1553,1751,0.887,33.38,198,3.77,1,20,29,4,33,5,3,2,14
"Brady Morrison","6.00",175,"Ottawa 67's",1987-04-15,49,1412,1592,0.887,33.51,180,3.79,3,21,23,0,23,6,3,3,2
"Jason Guy","6.00",173,"Kingston Frontenacs",1988-07-19,38,1109,1245,0.891,35.46,136,3.87,2,16,18,3,21,1,1,0,0
"Daryl Borden","6.03",200,"Kingston Frontenacs",1989-05-19,31,860,975,0.882,33.2,115,3.92,0,16,9,1,10,6,4,2,8
"Kevin Beech","6.04",177,"Erie Otters",1986-09-23,59,1691,1897,0.891,36.09,206,3.92,1,19,29,2,31,8,4,4,4
"Loic Lacasse","6.02",180,"Oshawa Generals",1986-04-23,33,1052,1181,0.891,36.08,129,3.94,3,16,12,3,15,4,2,2,2
"Marc-Andre Perron","6.02",201,"Saginaw Spirit",1987-08-02,9,246,278,0.885,34.46,32,3.97,1,5,3,0,3,0,0,0,2
"Mark Packwood","5.10",188,"Oshawa Generals",1988-08-10,20,466,541,0.861,29.08,75,4.03,0,7,10,0,10,2,1,1,0
"Cody St. Jacques","5.11",180,"Guelph Storm",1990-05-14,14,290,335,0.866,30.01,45,4.03,0,4,3,0,3,2,0,2,4
"Jeff Dawson","5.09",160,"Erie Otters",1987-10-21,9,275,303,0.908,45.4,28,4.2,0,1,5,0,5,1,0,1,0
"Chris Carrozzi","6.02",185,"Toronto St. Michael's Majors",1990-03-02,25,695,776,0.896,41.19,81,4.3,0,6,7,1,8,1,0,1,0
"Andrew Engelage","6.05",206,"Windsor Spitfires",1988-10-28,42,1296,1473,0.88,36.21,177,4.35,0,12,24,0,24,3,0,3,6
"Scott Bowles","5.11",186,"Windsor Spitfires",1986-10-19,14,307,356,0.862,31.8,49,4.38,0,2,8,0,8,0,0,0,0
"Mark Kubicz","5.10",188,"Toronto St. Michael's Majors",1987-09-27,2,29,35,0.829,26.35,6,4.52,0,0,1,0,1,0,0,0,0
"Wayne Savage","6.00",196,"Toronto St. Michael's Majors",1987-02-05,54,1725,1954,0.883,40.31,229,4.72,1,14,33,3,36,5,3,2,10
"Matt Hackett","6.03",170,"Windsor Spitfires",1990-03-07,7,219,255,0.859,35.67,36,5.04,0,0,5,1,6,1,0,1,2
"Peter Di Salvo","6.00",196,"Sarnia Sting",1990-11-14,6,87,103,0.845,32.49,16,5.05,0,0,3,0,3,0,0,0,0
"Jason Missiaen","6.08",220,"Peterborough Petes",1990-05-25,12,348,396,0.879,42.52,48,5.15,0,1,7,0,7,1,1,0,0
"Justin Garay","5.09",192,"Erie Otters",1987-02-16,13,322,383,0.841,32.59,61,5.19,0,4,7,0,7,2,2,0,10
"Ryan Ludzik","5.10",165,"Erie Otters",1988-10-14,20,497,582,0.854,37.94,85,5.54,0,3,9,0,9,2,1,1,2
