"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Francesco Lapenna","6.00",190,"Gatineau Olympiques",2002-07-08,2,49,52,0.942,26.01,3,1.5,0,2,0,0,0,0,0,0,0
"Collin MacKenzie","6.00",175,"Ottawa 67's",2004-11-30,30,633,682,0.928,26.12,49,1.88,1,21,2,3,5,1,1,0,7
"Dom DiVincentiis","6.03",200,"North Bay Battalion",2004-03-04,48,1241,1350,0.919,28.82,109,2.33,5,36,9,2,11,2,2,0,0
"Carter George","6.02",195,"Owen Sound Attack",2006-05-20,10,280,303,0.924,31.73,23,2.41,0,7,3,0,3,1,1,0,0
"Max Donoso","6.01",185,"Ottawa 67's",2003-06-11,47,1010,1125,0.898,26.57,115,2.72,2,30,10,0,10,5,3,2,0
"Michael Simpson","6.01",198,"Peterborough Petes",2003-02-09,51,1442,1578,0.914,31.68,136,2.73,5,24,22,2,24,3,1,2,2
"Brett Brochu","6.00",176,"London Knights",2002-09-09,47,1173,1301,0.902,28.65,128,2.82,2,28,17,2,19,5,5,0,12
"Liam Sztuska","6.01",182,"Peterborough Petes",2004-05-01,19,535,588,0.91,32.46,53,2.93,1,11,7,0,7,1,1,0,7
"Joey Costanzo","6.01",184,"Windsor Spitfires",2005-07-26,40,990,1099,0.901,30.56,109,3.03,1,26,6,0,6,2,0,2,4
"Mike McIvor","6.01",182,"North Bay Battalion",2006-03-22,2,62,68,0.912,34.38,6,3.03,0,0,2,0,2,0,0,0,0
"Ben Gaudreau","6.02",172,"Sarnia Sting",2003-01-11,44,1036,1165,0.889,27.71,129,3.07,1,24,12,3,15,4,1,3,4
"Zach Bowen","6.02",190,"London Knights",2005-04-25,26,630,701,0.899,30.64,71,3.1,1,17,4,0,4,2,2,0,4
"Anson Thornton","6.04",192,"Barrie Colts",2003-06-28,44,1248,1382,0.903,32.33,134,3.13,1,29,9,3,12,2,0,2,2
"Tristan Lennox","6.03",200,"Saginaw Spirit",2002-10-21,45,1073,1209,0.888,27.99,136,3.15,3,25,15,2,17,2,0,2,4
"Charlie Robertson","6.04",182,"North Bay Battalion",2005-04-02,21,502,563,0.892,29.26,61,3.17,3,12,6,0,6,1,0,1,0
"Nate Krawchuk","6.02",180,"Sudbury Wolves",2005-07-04,25,563,632,0.891,29.41,69,3.21,1,13,7,1,8,0,0,0,0
"Marco Costantini","6.01",185,"Kitchener Rangers",2002-08-04,47,1315,1461,0.9,32.35,146,3.23,4,24,17,5,22,0,0,0,2
"Marcus Vandenberg","5.11",172,"Kitchener Rangers",2004-04-25,23,581,647,0.898,32.41,66,3.31,1,9,9,1,10,0,0,0,0
"Nick Surzycia","6.00",170,"Sarnia Sting",2004-12-17,29,634,721,0.879,27.83,87,3.36,0,17,5,2,7,2,1,1,0
"Tristan Malboeuf","6.00",173,"Hamilton Bulldogs",2004-03-21,30,745,831,0.897,32.77,86,3.39,1,12,9,2,11,0,0,0,0
"Brayden Gillespie","5.11",172,"Guelph Storm",2005-07-23,25,581,661,0.879,28.13,80,3.4,1,13,6,2,8,4,3,1,0
"Andrew Oke","6.02",190,"Saginaw Spirit",2004-03-26,24,602,675,0.892,31.92,73,3.45,0,10,10,1,11,0,0,0,0
"Dylan Grover","6.05",180,"Sarnia Sting",2004-06-27,1,9,11,0.818,19.13,2,3.48,0,0,1,0,1,0,0,0,0
"Ryerson Leenders","6.01",182,"Mississauga Steelheads",2006-06-01,35,789,898,0.879,28.7,109,3.48,0,12,15,3,18,2,2,0,0
"Charlie Schenkel","6.05.",203,"Soo Greyhounds",2004-08-16,31,856,958,0.894,32.78,102,3.49,2,9,14,4,18,4,1,3,0
"Kevyn Brassard","6.03",225,"Sudbury Wolves",2002-06-01,22,560,630,0.889,31.6,70,3.51,0,7,8,2,10,3,0,3,0
"Mason Vaccari","5.11",184,"Kingston Frontenacs",2005-04-29,29,813,904,0.899,35.05,91,3.53,1,11,14,0,14,0,0,0,0
"Matteo Drobac","6.02",199,"Hamilton Bulldogs",2003-08-07,42,1082,1220,0.887,31.62,138,3.58,1,19,19,3,22,3,3,0,2
"Ivan Zhigalov","6.03",173,"Kingston Frontenacs",2003-04-30,45,1222,1374,0.889,32.48,152,3.59,0,16,24,1,25,5,3,2,2
"Ben West","6.03",156,"Barrie Colts",2003-04-04,26,691,777,0.889,32.74,86,3.62,1,12,7,3,10,2,1,1,4
"Alessio Beglieri","5.11",170,"Mississauga Steelheads",2004-01-05,38,836,964,0.867,27.3,128,3.63,1,19,15,3,18,1,1,0,0
"Patrick Leaver","6.01",181,"Guelph Storm",2003-09-04,48,1221,1381,0.884,31.68,160,3.67,0,24,18,1,19,5,3,2,2
"Corbin Votary","6.03",195,"Owen Sound Attack",2004-04-12,30,761,862,0.883,31.77,101,3.72,0,12,9,4,13,0,0,0,0
"Sam Hillebrandt","6.01",170,"Barrie Colts",2005-02-21,3,61,70,0.871,29.25,9,3.76,0,1,1,0,1,0,0,0,0
"Kyle Downey","6.02",180,"Erie Otters",2004-03-04,26,587,673,0.872,29.68,86,3.79,0,8,14,0,14,0,0,0,2
"Will Cranley","6.04",190,"Flint Firebirds",2002-02-26,44,1178,1333,0.884,33.3,155,3.87,1,18,18,4,22,1,0,1,2
"Nathan Day","6.04",205,"Flint Firebirds",2005-02-04,32,748,856,0.874,30.96,108,3.91,0,17,10,0,10,2,2,0,0
"Nick Chenard","6.04",212,"Owen Sound Attack",2002-03-29,35,855,979,0.873,31.25,124,3.96,0,14,16,2,18,1,0,1,0
"Jacob Gibbons","6.05",205,"Erie Otters",2006-11-23,5,86,101,0.851,26.77,15,3.98,0,1,3,0,3,0,0,0,0
