"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Lucas Bain","5.11.",185,"London Knights",2000-03-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Zoutis","6.00",175,"Ottawa 67's",1999-05-09,1,1,1,1,40.45,0,0,0,0,0,0,0,0,0,0,0
"David Bowen","6.00",152,"Sudbury Wolves",2000-11-15,1,24,25,0.96,25,1,1,0,1,0,0,0,0,0,0,0
"Michael DiPietro","6.00",205,"Ottawa 67's",1999-06-09,38,891,978,0.911,26.99,87,2.4,4,23,12,0,12,2,1,1,2
"Cedrick Andree","5.10",169,"Ottawa 67's",2000-06-07,45,1100,1209,0.91,27.54,109,2.48,4,34,5,2,7,3,1,2,0
"Ukko-Pekka Luukkonen","6.05",214,"Sudbury Wolves",1999-03-09,53,1469,1597,0.92,31.13,128,2.5,6,38,11,2,13,5,3,2,4
"Kyle Keyser","6.02",186,"Oshawa Generals",1999-03-08,47,1333,1457,0.915,32.29,124,2.75,2,32,8,3,11,2,2,0,6
"Tristan Lennox","6.03",200,"Saginaw Spirit",2002-10-21,15,331,365,0.907,29.92,34,2.79,1,7,2,1,3,1,0,1,0
"Jordan Kooy","6.03",196,"London Knights",2000-04-30,26,665,732,0.908,31.38,67,2.87,0,16,6,2,8,2,2,0,0
"Ivan Prosvetov","6.05",180,"Saginaw Spirit",1999-03-05,53,1483,1630,0.91,32.64,147,2.94,4,36,11,2,13,2,1,1,8
"Joseph Raaymakers","6.01",186,"London Knights",1998-03-17,47,1251,1384,0.904,30.73,133,2.95,2,30,9,4,13,3,2,1,12
"Christian Sbaraglia","6.01",190,"Niagara IceDogs",2001-05-11,4,82,92,0.891,27.21,10,2.96,0,2,2,0,2,0,0,0,0
"Stephen Dhillon","6.05",203,"Niagara IceDogs",1998-09-14,58,1686,1855,0.909,32.56,169,2.97,6,38,11,7,18,2,2,0,6
"Tristan Bérubé","6.00",180,"Gatineau Olympiques",1999-05-22,2,62,68,0.912,34,6,3,0,1,1,0,1,0,0,0,0
"Matthew Villalta","6.04",186,"Sault Ste. Marie Greyhounds",1999-06-03,51,1376,1524,0.903,31.2,148,3.03,1,33,12,5,17,0,0,0,4
"Ethan Taylor","6.01",186,"Sault Ste. Marie Greyhounds",2001-08-13,22,449,502,0.894,30.66,53,3.24,0,10,1,2,3,1,0,1,0
"Nico Daws","6.04",202,"Guelph Storm",2000-12-22,20,509,570,0.893,30.39,61,3.25,1,10,5,1,6,2,0,2,7
"Anthony Popovich","6.02",197,"Guelph Storm",1999-08-01,52,1457,1621,0.899,32.52,164,3.29,0,30,13,5,18,2,0,2,2
"Hunter Jones","6.04.",198,"Peterborough Petes",2000-09-21,57,1603,1777,0.902,33.78,174,3.31,3,28,24,2,26,4,2,2,4
"Jet Greaves","6.00",170,"Barrie Colts",2001-03-30,27,805,884,0.911,37.59,79,3.36,1,7,12,2,14,1,0,1,0
"Jacob Ingham","6.04.",198,"Mississauga Steelheads",2000-06-10,57,1516,1703,0.89,31.09,187,3.41,1,27,25,2,27,5,3,2,6
"Will Cranley","6.04",190,"Ottawa 67's",2002-02-26,11,203,234,0.868,26.15,31,3.46,0,4,3,2,5,0,0,0,0
"Colton Incze","6.02",210,"Windsor Spitfires",1999-01-31,32,782,879,0.89,31.43,97,3.47,1,9,13,3,16,2,0,2,2
"Luke Richardson","6.03.",174,"Kitchener Rangers",1999-05-28,50,1308,1469,0.89,32.11,161,3.52,3,28,19,2,21,1,0,1,2
"Joe Ranger","6.00",191,"Mississauga Steelheads",2002-02-12,15,325,370,0.878,28.99,45,3.53,0,4,4,3,7,0,0,0,0
"Kai Edmonds","6.03",174,"Barrie Colts",2000-07-27,32,854,953,0.896,33.98,99,3.53,1,11,16,1,17,0,0,0,0
"Zachary Roy","5.11",175,"Hamilton Bulldogs",2001-02-09,44,1143,1293,0.884,30.93,150,3.59,1,20,18,1,19,4,2,2,4
"Mack Guzda","6.05",205,"Owen Sound Attack",2001-01-11,49,1147,1307,0.878,29.66,160,3.63,2,20,19,4,23,2,1,1,2
"Joe Vrbetic","6.06",186,"North Bay Battalion",2002-10-24,1,12,14,0.857,25.67,2,3.67,0,0,0,0,0,0,0,0,2
"Daniel Murphy","6.01",192,"Erie Otters",2000-02-18,45,1141,1297,0.88,30.85,156,3.71,0,20,20,1,21,6,5,1,0
"Ethan Langevin","5.10",180,"Sarnia Sting",2001-05-25,43,1007,1147,0.878,30.79,140,3.76,0,18,15,3,18,3,3,0,0
"Jake McGrath","6.02",168,"Niagara IceDogs",1999-01-07,16,348,399,0.872,29.65,51,3.79,0,4,8,1,9,0,0,0,0
"Aidan Hughes","6.04",224,"Oshawa Generals",1999-04-10,33,773,884,0.874,30.8,111,3.87,0,15,11,1,12,3,1,2,2
"Christian Purboo","6.03",203,"North Bay Battalion",2000-07-01,23,681,759,0.897,37.99,78,3.9,0,6,9,1,10,2,0,2,0
"Christian Propp","6.02",192,"North Bay Battalion",1999-03-27,51,1591,1781,0.893,37.27,190,3.98,2,24,24,2,26,0,0,0,8
"Mitchell Weeks","6.03",187,"Sudbury Wolves",2001-06-22,4,92,107,0.86,28.52,15,4,0,1,3,0,3,0,0,0,0
"Tyler Johnson","6.04",183,"Sault Ste. Marie Greyhounds",1998-02-07,1,38,42,0.905,42,4,4,0,0,1,0,1,0,0,0,0
"Lucas Pfeil","6.01",192,"Kitchener Rangers",2000-05-14,27,623,716,0.87,32.3,93,4.2,0,6,11,1,12,1,1,0,0
"Kari Piiroinen","6.01",176,"Windsor Spitfires",2001-07-01,27,713,815,0.875,33.83,102,4.23,1,7,14,2,16,2,0,2,0
"Ryan Dugas","6.01",194,"Kingston Frontenacs",2001-07-10,15,325,374,0.869,32.43,49,4.25,1,6,3,0,3,0,0,0,2
"Mario Peccia","6.02",205,"Sault Ste. Marie Greyhounds",1999-09-21,3,52,61,0.852,28.86,9,4.26,0,1,2,0,2,0,0,0,0
"Brendan Bonello","6.01",206,"Kingston Frontenacs",1999-04-01,48,1359,1538,0.884,36.79,179,4.28,0,7,37,1,38,0,0,0,4
"Andrew MacLean","6.02",206,"Owen Sound Attack",2001-06-28,32,697,802,0.869,33.29,105,4.36,1,11,12,0,12,1,0,1,4
"Cole Ceci","6.02",173,"Erie Otters",1998-03-04,30,823,944,0.872,34.4,121,4.41,0,8,18,3,21,0,0,0,2
"Nick Donofrio","6.04",205,"Hamilton Bulldogs",1999-11-19,30,700,817,0.857,30.98,117,4.44,0,9,16,2,18,1,1,0,0
"Tye Austin","6.06",200,"Peterborough Petes",2002-05-28,19,499,568,0.879,36.61,69,4.45,0,5,7,0,7,0,0,0,2
"Evan Morrison","5.09",140,"Flint Firebirds",2000-03-24,3,75,89,0.843,29.86,14,4.7,0,1,2,0,2,0,0,0,0
"Emanuel Vella","6.04",195,"Flint Firebirds",1998-08-08,42,1247,1418,0.879,39.43,171,4.76,0,7,23,4,27,1,1,0,2
"Marshall Frappier","6.01",185,"Kingston Frontenacs",2000-02-19,20,438,507,0.864,35.21,69,4.79,0,1,12,0,12,1,0,1,0
"Cameron Lamour","6.02",153,"Sarnia Sting",2000-07-01,30,611,719,0.85,32.01,108,4.81,0,6,16,1,17,1,0,1,0
"Jonathan Lemaire","6.06",212,"Sudbury Wolves",2002-10-15,4,66,78,0.846,32.17,12,4.95,0,1,0,0,0,0,0,0,0
"Luke Cavallin","6.02",196,"Flint Firebirds",2001-04-29,36,958,1109,0.864,38.38,151,5.23,0,8,21,2,23,0,0,0,0
"Blair Coffin","6.04",218,"Sarnia Sting",2000-04-02,2,33,45,0.733,32.52,12,8.67,0,0,2,0,2,0,0,0,0
"Jean-Philippe Tourigny","5.10",184,"Ottawa 67's",2000-02-02,1,1,1,1,16.98,0,0,0,0,0,0,0,0,0,0,0
"Maksim Zhukov","6.03",187,"Barrie Colts",1999-07-22,19,504,560,0.9,34.33,56,3.43,1,8,10,0,10,0,0,0,0
"Noah Battaglia","6.00",177,"Erie Otters",2000-03-25,9,162,198,0.818,28.39,36,5.16,0,1,5,0,5,0,0,0,0
"Matthew Dunsmoor","5.10",175,"Mississauga Steelheads",2001-03-14,1,14,19,0.737,28.38,5,7.47,0,1,0,0,0,0,0,0,0
