"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Spencer Martin","6.03",204,"Mississauga Steelheads",1995-06-08,31,990,1075,0.921,37.66,85,2.98,1,15,13,1,14,3,3,0,4
"Alex Nedeljkovic","6.00",190,"Plymouth Whalers",1996-01-07,55,1827,1994,0.916,37.32,167,3.13,5,20,28,5,33,3,1,2,8
"Tyler Parsons","6.01",193,"London Knights",1997-09-18,33,920,1017,0.905,37.05,97,3.53,0,15,10,0,10,3,1,2,0
"Alex Fotinos","6.00",181,"Windsor Spitfires",1995-01-02,48,1201,1352,0.888,34.46,151,3.85,0,12,24,0,24,1,1,0,0
"Ruan Badenhorst","5.10",169,"Barrie Colts",1998-10-03,4,112,126,0.889,36.18,14,4.02,0,1,2,0,2,1,0,1,0
"Jacob Brennan","6.01",187,"Mississauga Steelheads",1994-06-22,23,765,848,0.902,42.07,83,4.12,0,6,15,0,15,0,0,0,0
"Cameron Zanussi","6.01",165,"Mississauga Steelheads",1996-04-21,23,565,643,0.879,34.84,78,4.23,0,4,11,1,12,2,1,1,2
"Scott Smith","6.05",196,"Peterborough Petes",1997-02-17,7,240,268,0.896,41.26,28,4.31,0,1,4,0,4,1,0,1,0
"Troy Timpano","6.00",202,"Sudbury Wolves",1997-11-13,46,1468,1660,0.884,38.93,192,4.5,2,9,36,1,37,0,0,0,0
"Brendan Johnston","6.01",194,"Windsor Spitfires",1997-01-30,37,921,1058,0.871,36.36,137,4.71,0,12,16,2,18,4,2,2,2
"Zack Bowman","6.02",179,"Plymouth Whalers",1997-07-31,18,468,538,0.87,36.46,70,4.74,0,3,10,0,10,1,1,0,0
"Samuel Tanguay","5.11",190,"Sudbury Wolves",1995-04-05,29,823,944,0.872,37.38,121,4.79,0,3,18,0,18,2,1,1,4
"Jordan DeKort","6.04",202,"Barrie Colts",1995-08-08,4,64,79,0.81,33.72,15,6.4,0,0,2,0,2,0,0,0,0
"Leif Hertz","6.00",190,"Mississauga Steelheads",1997-01-07,2,42,51,0.824,43.68,9,7.71,0,0,1,0,1,0,0,0,0
"Jake Lawr","6.02",176,"Erie Otters",1998-05-19,1,6,7,0.857,13.96,1,1.99,0,0,0,1,1,0,0,0,0
"Ken Appleby","6.04",205,"Oshawa Generals",1995-04-10,50,1237,1339,0.924,26.82,102,2.04,6,38,7,0,7,6,2,4,6
"Jake Kment","6.02",195,"North Bay Battalion",1996-03-13,8,152,167,0.91,23.81,15,2.14,1,6,0,0,0,2,2,0,0
"Lucas Peressini","6.3",195,"Kingston Frontenacs",1995-03-09,59,1564,1696,0.922,29.81,132,2.32,5,30,20,3,23,8,5,3,0
"Jeremy Brodeur","6.01",186,"Oshawa Generals",1996-10-29,19,412,458,0.9,24.58,46,2.47,3,13,4,2,6,0,0,0,0
"Brandon Halverson","6.04",203,"Sault Ste. Marie Greyhounds",1996-03-29,50,1276,1398,0.913,30.13,122,2.63,6,40,5,0,5,4,2,2,0
"Daniel Gibl","6.02",186,"Barrie Colts",1995-08-28,16,366,402,0.91,30.24,36,2.71,1,7,6,0,6,0,0,0,2
"Liam Herbst","6.04",193,"Ottawa 67's",1996-09-14,39,912,1012,0.901,27.98,100,2.76,3,24,8,3,11,3,2,1,2
"Jake Smith","5.11",187,"North Bay Battalion",1995-05-01,56,1317,1470,0.896,26.69,153,2.78,4,28,18,5,23,6,1,5,0
"Michael McNiven","6.01",212,"Owen Sound Attack",1997-07-09,24,661,723,0.914,32.52,62,2.79,2,15,8,0,8,2,2,0,0
"Brandon Hope","6.01",196,"Niagara IceDogs",1994-03-18,38,995,1095,0.909,31.29,100,2.86,1,21,7,2,9,6,3,3,8
"Jake Paterson","6.01",183,"Kitchener Rangers",1994-05-03,50,1579,1722,0.917,34.95,143,2.9,3,26,21,1,22,6,4,2,0
"Devin Williams","6.00",174,"Erie Otters",1995-10-30,47,1061,1191,0.891,27.19,130,2.97,1,32,11,1,12,2,1,1,2
"Jack Flinn","6.08",233,"Owen Sound Attack",1995-12-20,43,1231,1355,0.908,32.68,124,2.99,1,18,16,1,17,7,1,6,2
"Daniel Dekoning","6.03",184,"Erie Otters",1996-08-08,29,644,718,0.897,29.64,74,3.05,2,18,3,0,3,4,3,1,0
"Joseph Raaymakers","6.01",186,"Sault Ste. Marie Greyhounds",1998-03-17,25,589,656,0.898,29.9,67,3.05,2,14,7,0,7,0,0,0,0
"Mackenzie Blackwood","6.04",224,"Barrie Colts",1996-12-09,51,1460,1612,0.906,32.76,152,3.09,2,33,14,1,15,3,2,1,8
"Dawson Carty","6.04",182,"Kitchener Rangers",1996-02-02,28,706,788,0.896,30.22,82,3.14,0,10,9,1,10,4,1,3,0
"Charlie Graham","6.00",179,"Belleville Bulls",1995-06-30,51,1588,1737,0.914,36.98,149,3.17,3,23,20,1,21,9,5,4,4
"Evan Cormier","6.03",200,"Saginaw Spirit",1997-11-06,30,718,806,0.891,29.64,88,3.24,3,12,12,1,13,0,0,0,0
"Justin Nichols","5.09",163,"Guelph Storm",1995-06-25,59,1756,1935,0.907,35.24,179,3.26,2,34,20,2,22,5,4,1,4
"Leo Lazarev","5.10",161,"Ottawa 67's",1997-07-27,34,910,1012,0.899,33.15,102,3.34,3,14,16,1,17,1,1,0,2
"Taylor Dupuis","6.02",188,"Sarnia Sting",1994-07-20,44,1169,1307,0.894,32.04,138,3.38,1,21,16,3,19,3,1,2,0
"Brent Moran","6.04",195,"Niagara IceDogs",1996-07-05,38,1016,1140,0.891,31.85,124,3.46,1,18,18,1,19,1,1,0,0
"Matthew Mancina","6.02",191,"Peterborough Petes",1996-04-29,41,1212,1347,0.9,34.68,135,3.48,2,19,17,0,17,1,0,1,0
"Matthew Greenfield","6.01",197,"Kitchener Rangers",1995-01-22,20,419,480,0.873,27.98,61,3.56,0,8,7,1,8,4,1,3,0
"Michael Giugovaz","6.00",166,"London Knights",1995-05-08,47,1264,1408,0.898,35.14,144,3.59,0,25,12,1,13,4,3,1,0
"Bradley Van Schubert","6.03",211,"Guelph Storm",1997-03-22,16,359,402,0.893,35.03,43,3.75,0,3,5,0,5,1,0,1,4
"Connor Hicks","6.04",193,"Belleville Bulls",1997-02-20,28,719,804,0.894,36.95,85,3.91,0,4,13,2,15,1,0,1,0
"Dylan Wells","6.02",190,"Peterborough Petes",1998-01-03,27,811,908,0.893,37.03,97,3.96,0,7,15,1,16,5,2,3,2
"Justin Fazio","6.01",189,"Sarnia Sting",1997-05-03,29,751,865,0.868,31.25,114,4.12,0,8,16,1,17,1,0,1,4
"Nikita Serebryakov","6.00",175,"Saginaw Spirit",1995-11-01,9,229,261,0.877,35.63,32,4.37,0,4,4,0,4,0,0,0,0
"David Ovsjannikov","6.06",229,"Saginaw Spirit",1997-02-16,22,495,572,0.865,33.58,77,4.52,0,4,11,2,13,0,0,0,0
"Jeremy Helvig","6.04",210,"Kingston Frontenacs",1997-05-25,14,330,383,0.862,32.86,53,4.55,0,2,8,2,10,0,0,0,0
"Jason Da Silva","5.11",180,"Peterborough Petes",1995-06-01,1,27,32,0.844,32,5,5,0,0,1,0,1,0,0,0,0
"Stephen Dhillon","6.05",203,"Niagara IceDogs",1998-09-14,4,64,78,0.821,31.07,14,5.58,0,0,2,0,2,0,0,0,0
"Marcus Semiao","5.10",175,"Ottawa 67's",1997-07-23,2,45,54,0.833,33.73,9,5.62,0,0,1,0,1,0,0,0,0
"Emanuel Vella","6.04",195,"London Knights",1998-08-08,2,31,40,0.775,41.26,9,9.28,0,0,2,0,2,0,0,0,0
"Tyler Johnson","6.04",183,"Plymouth Whalers",1998-02-07,1,8,11,0.727,63.26,3,17.25,0,0,0,0,0,0,0,0,0
"MacKenzie Savard","5.08",168,"Niagara IceDogs",1997-06-10,1,5,9,0.556,71.84,4,31.93,0,0,0,0,0,0,0,0,0
