"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Jake McGrath","6.02",168,"Sudbury Wolves",1999-01-07,2,78,82,0.951,41,4,2,0,1,1,0,1,0,0,0,0
"Jeremy Helvig","6.04",210,"Kingston Frontenacs",1997-05-25,27,672,723,0.929,30.18,51,2.13,2,19,3,0,3,4,3,1,0
"Tyler Parsons","6.01",193,"London Knights",1997-09-18,49,1287,1397,0.921,29.56,110,2.33,4,37,9,2,11,1,0,1,6
"Dawson Carty","6.04",182,"Kitchener Rangers",1996-02-02,22,489,534,0.916,27.96,45,2.36,1,15,2,1,3,1,1,0,0
"Devin Williams","6.00",174,"Erie Otters",1995-10-30,55,1339,1464,0.915,27.63,125,2.36,2,41,10,1,11,7,7,0,2
"Michael DiPietro","6.00",205,"Windsor Spitfires",1999-06-09,29,696,763,0.912,27.85,67,2.45,2,16,8,1,9,2,1,1,0
"Mario Culina","6.02",184,"Windsor Spitfires",1997-06-12,20,431,478,0.902,26.9,47,2.64,0,12,6,1,7,0,0,0,4
"Justin Fazio","6.01",189,"Sarnia Sting",1997-05-03,41,1011,1121,0.902,27.28,110,2.68,3,24,13,3,16,2,1,1,0
"Stephen Dhillon","6.05",203,"Niagara IceDogs",1998-09-14,24,580,639,0.908,29.12,59,2.69,1,11,6,2,8,2,0,2,2
"Luke Opilka","6.02",189,"Kitchener Rangers",1997-02-27,44,1105,1220,0.906,28.69,115,2.7,3,27,11,3,14,2,0,2,2
"Mackenzie Blackwood","6.04",224,"Barrie Colts",1996-12-09,43,1292,1403,0.921,34.33,111,2.72,3,28,13,0,13,0,0,0,9
"Lucas Peressini","6.3",195,"Kingston Frontenacs",1995-03-09,47,1225,1352,0.906,30.36,127,2.85,1,27,14,3,17,3,2,1,0
"Jake Smith","5.11",187,"North Bay Battalion",1995-05-01,52,1315,1459,0.901,29.07,144,2.87,1,30,15,6,21,2,1,1,0
"Jeremy Brodeur","6.01",186,"Oshawa Generals",1996-10-29,54,1421,1570,0.905,30.53,149,2.9,6,24,22,3,25,4,2,2,0
"Alex Nedeljkovic","6.00",190,"Niagara IceDogs",1996-01-07,49,1360,1500,0.907,31.16,140,2.91,2,24,20,2,22,3,1,2,2
"Charlie Graham","6.00",179,"Sarnia Sting",1995-06-30,47,1251,1386,0.903,30.09,135,2.93,1,24,18,3,21,2,1,1,2
"Michael McNiven","6.01",212,"Owen Sound Attack",1997-07-09,53,1333,1478,0.902,29.92,145,2.94,3,21,18,7,25,4,1,3,4
"Brendan Burke","6.04",194,"London Knights",1995-03-11,19,397,443,0.896,28.42,46,2.95,1,10,4,0,4,0,0,0,11
"Matthew Mancina","6.02",191,"Peterborough Petes",1996-04-29,44,1279,1405,0.91,33.16,126,2.97,1,24,14,1,15,5,2,3,2
"Brandon Halverson","6.04",203,"Sault Ste. Marie Greyhounds",1996-03-29,43,1228,1354,0.907,32.28,126,3,0,20,17,4,21,1,1,0,4
"Jack Flinn","6.08",233,"Mississauga Steelheads",1995-12-20,64,1741,1924,0.905,32.32,183,3.07,7,32,27,2,29,3,2,1,4
"Jake Lawr","6.02",176,"Erie Otters",1998-05-19,19,327,378,0.865,24.54,51,3.31,0,11,5,0,5,0,0,0,4
"David Ovsjannikov","6.06",229,"Barrie Colts",1997-02-16,30,847,937,0.904,34.56,90,3.32,1,14,9,0,9,5,2,3,0
