"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Matt Hackett","6.03",170,"Plymouth Whalers",1990-03-07,1,10,10,1,37.54,0,0,0,0,0,0,0,0,0,0,0
"Chris Perugini","5.11",152,"Ottawa 67's",1991-02-06,2,40,42,0.952,31,2,1.48,0,0,0,0,0,0,0,0,0
"Bryan Pitton","6.02",176,"Brampton Battalion",1988-01-26,5,150,160,0.938,28.79,10,1.8,0,1,2,2,4,0,0,0,4
"Thomas McCollum","6.02",208,"Guelph Storm",1989-12-07,10,282,301,0.937,30.31,19,1.91,1,5,5,0,5,0,0,0,0
"Steve Mason","6.03",190,"Kitchener Rangers",1988-05-29,5,175,185,0.946,35.5,10,1.92,1,5,0,0,0,0,0,0,2
"Mike Murphy","5.11",165,"Belleville Bulls",1989-01-15,19,536,578,0.927,31.96,42,2.32,1,14,3,1,4,0,0,0,0
"Josh Unice","6.00",176,"Kitchener Rangers",1989-06-24,16,409,447,0.915,28.3,38,2.41,1,11,3,1,4,0,0,0,0
"Peter Di Salvo","6.00",196,"Barrie Colts",1990-11-14,2,37,40,0.925,33.04,3,2.48,0,0,1,0,1,0,0,0,0
"Michal Neuvirth","6.01",193,"Oshawa Generals",1988-03-23,9,290,311,0.932,36.79,21,2.48,0,7,2,0,2,0,0,0,0
"Michael Hutchinson","6.03",185,"Barrie Colts",1990-03-02,8,348,370,0.941,44.39,22,2.64,1,4,4,0,4,0,0,0,2
"Kyle Gajewski","5.11",162,"Sault Ste. Marie Greyhounds",1987-03-29,14,396,434,0.912,31,38,2.71,0,9,5,0,5,0,0,0,0
"Andrew Engelage","6.05",206,"Windsor Spitfires",1988-10-28,3,67,73,0.918,33.83,6,2.78,0,0,1,1,2,0,0,0,0
"Sebastian Dahm","5.10",180,"Niagara IceDogs",1987-02-28,10,357,386,0.925,38.64,29,2.9,2,6,4,0,4,0,0,0,0
"Andrew Perugini","6.00",180,"Sarnia Sting",1988-07-12,9,388,418,0.928,41.19,30,2.96,1,4,4,1,5,0,0,0,2
"Jason Guy","6.00",173,"London Knights",1988-07-19,3,68,76,0.895,29.01,8,3.05,0,1,2,0,2,0,0,0,0
"Edward Pasquale","6.02",216,"Saginaw Spirit",1990-11-20,2,41,46,0.891,28.39,5,3.09,0,0,1,0,1,0,0,0,0
"Parker Van Buskirk","6.00",190,"Belleville Bulls",1988-03-26,4,108,119,0.908,35.48,11,3.28,0,1,2,0,2,0,0,0,0
"Jhase Sniderman","6.00",189,"London Knights",1987-04-03,4,73,81,0.901,34.27,8,3.39,0,0,1,1,2,0,0,0,0
"Trevor Cann","5.11",190,"Peterborough Petes",1989-03-30,5,194,215,0.902,40.64,21,3.97,0,1,3,1,4,0,0,0,0
"Jakub Kovar","6.01",193,"Windsor Spitfires",1988-07-19,4,89,102,0.873,32.57,13,4.15,0,1,2,0,2,0,0,0,0
"Daryl Borden","6.03",200,"Oshawa Generals",1989-05-19,7,243,272,0.893,41.54,29,4.43,0,2,4,0,4,0,0,0,4
"Chris Carrozzi","6.02",185,"Mississauga St. Michael's Majors",1990-03-02,4,107,125,0.856,31.25,18,4.5,0,0,4,0,4,0,0,0,0
"Adam Courchaine","6.03",185,"Ottawa 67's",1989-02-20,4,58,70,0.829,26.55,12,4.55,0,0,4,0,4,0,0,0,0
"Ryan Daniels","6.02",200,"Saginaw Spirit",1988-06-22,3,78,89,0.876,37.54,11,4.64,0,0,3,0,3,0,0,0,0
"Jeremy Smith","6.00",170,"Plymouth Whalers",1989-04-13,4,133,162,0.821,43.39,29,7.77,0,0,4,0,4,0,0,0,0
