"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Darien Ekblad","6.02",180,"Saginaw Spirit",1994-07-18,1,28,30,0.933,30,2,2,0,1,0,0,0,0,0,0,0
"Malcolm Subban","6.02",201,"Belleville Bulls",1993-12-21,46,1355,1451,0.934,32.31,96,2.14,5,29,11,4,15,5,5,0,2
"Jordan Binnington","6.02",169,"Owen Sound Attack",1993-07-11,50,1498,1607,0.932,32.02,109,2.17,7,32,12,1,13,8,3,5,6
"Alex Nedeljkovic","6.00",190,"Plymouth Whalers",1996-01-07,26,621,673,0.923,29.46,52,2.28,2,19,2,1,3,2,1,1,2
"Anthony Stolarz","6.06",220,"London Knights",1994-01-20,20,508,552,0.92,28.73,44,2.29,1,13,3,1,4,3,2,1,2
"Mathias Niederberger","5.11",171,"Barrie Colts",1992-11-26,56,1692,1814,0.933,34.79,122,2.34,4,35,12,2,14,6,5,1,2
"John Gibson","6.03",208,"Kitchener Rangers",1993-07-14,27,840,905,0.928,33.62,65,2.41,1,17,9,0,9,4,3,1,4
"Kevin Bailie","6.03",195,"London Knights",1992-01-03,27,710,771,0.921,31.57,61,2.5,2,18,4,0,4,4,3,1,4
"Matej Machovsky","6.02",186,"Brampton Battalion",1993-07-25,52,1287,1414,0.91,28.07,127,2.52,3,25,19,3,22,6,2,4,0
"Jake Smith","5.11",187,"Brampton Battalion",1995-05-01,20,384,431,0.891,23.61,47,2.57,0,9,6,0,6,2,0,2,0
"Charlie Graham","6.00",179,"Belleville Bulls",1995-06-30,25,731,793,0.922,33.16,62,2.59,3,15,5,1,6,4,1,3,2
"Franky Palazzese","6.01",160,"Sudbury Wolves",1993-05-28,43,1300,1410,0.922,33.39,110,2.61,2,17,15,3,18,12,6,6,6
"Brandon Hope","6.01",196,"Owen Sound Attack",1994-03-18,20,505,552,0.915,30.66,47,2.61,0,12,6,0,6,2,2,0,2
"Jake Patterson","6.01",191,"London Knights",1994-06-18,32,692,758,0.913,30.03,66,2.61,3,19,6,1,7,3,2,1,0
"Daniel Altshuller","6.03",200,"Oshawa Generals",1994-07-24,58,1464,1611,0.909,28.74,147,2.62,3,36,18,1,19,4,3,1,8
"Garret Sparks","6.02",213,"Guelph Storm",1993-06-28,60,1672,1824,0.917,31.81,152,2.65,7,36,17,0,17,7,3,4,8
"Ken Appleby","6.04",205,"Oshawa Generals",1995-04-10,18,263,297,0.886,23.58,34,2.7,0,6,4,0,4,3,1,2,0
"Tyson Teichmann","6.00",146,"Mississauga Steelheads",1993-05-19,28,702,773,0.908,30.18,71,2.77,0,9,12,0,12,4,1,3,2
"Matt Mahalak","6.02",186,"Plymouth Whalers",1993-01-22,46,1159,1279,0.906,30.46,120,2.86,3,22,11,4,15,3,0,3,0
"Joel Vienneau","6.03",175,"Kitchener Rangers",1992-01-18,55,1599,1751,0.913,33.09,152,2.87,1,28,16,2,18,9,2,7,0
"Spencer Martin","6.03",204,"Mississauga Steelheads",1995-06-08,46,1214,1340,0.906,32.11,126,3.02,0,17,21,0,21,7,3,4,4
"Andrew D'Agostini","5.11",180,"Peterborough Petes",1993-03-26,43,1338,1468,0.911,36.6,130,3.24,1,17,18,1,19,9,6,3,2
"Brodie Barrick","6.02",171,"Sarnia Sting",1994-11-11,8,179,199,0.899,32.35,20,3.25,0,3,2,0,2,0,0,0,0
"Alex Fotinos","6.00",181,"Barrie Colts",1995-01-02,19,469,523,0.897,31.61,54,3.26,0,9,8,0,8,2,1,1,0
"Christopher Festarini","6.02",191,"Niagara IceDogs",1993-06-03,52,1437,1601,0.898,31.95,164,3.27,3,22,24,2,26,4,2,2,4
"JP Anderson","6.00",195,"Sarnia Sting",1992-04-27,53,1583,1750,0.905,34.65,167,3.31,1,26,21,1,22,6,2,4,0
"Michael Nishi","6.01",165,"Guelph Storm",1993-11-01,4,58,65,0.892,30.92,7,3.33,0,0,0,1,1,0,0,0,0
"Justin Nichols","5.09",163,"Sault Ste. Marie Greyhounds",1995-06-25,24,588,659,0.892,32.63,71,3.52,1,10,7,1,8,2,1,1,0
"Jake Paterson","6.01",183,"Saginaw Spirit",1994-05-03,50,1541,1711,0.901,35.48,170,3.53,1,25,18,3,21,5,3,2,0
"Mike Morrison","6.00",180,"Kingston Frontenacs",1992-11-07,56,1643,1834,0.896,34.77,191,3.62,1,24,25,2,27,6,5,1,2
"Jaroslav Pavelka","6.02",189,"Windsor Spitfires",1993-09-12,54,1656,1836,0.902,37.26,180,3.65,1,23,22,2,24,6,2,4,4
"Matt Murray","6.05",171,"Sault Ste. Marie Greyhounds",1994-05-25,53,1504,1682,0.894,34.68,178,3.67,1,26,19,2,21,4,2,2,2
"Michael Giugovaz","6.00",166,"Peterborough Petes",1995-05-08,32,949,1059,0.896,36.67,110,3.81,0,9,17,2,19,3,2,1,10
"Keegan Wilson","6.01",183,"Guelph Storm",1992-03-03,22,582,655,0.889,34.44,73,3.84,0,6,11,1,12,3,1,2,0
"Taylor Dupuis","6.02",188,"Sudbury Wolves",1994-07-20,18,428,486,0.881,33.4,58,3.99,0,5,6,1,7,2,1,1,0
"Jason Da Silva","5.11",180,"Guelph Storm",1995-06-01,7,81,93,0.871,31.07,12,4.01,0,1,2,0,2,0,0,0,0
"Colin Furlong","6.01",165,"Kingston Frontenacs",1993-03-24,20,471,532,0.885,35.65,61,4.09,0,3,9,1,10,2,0,2,0
"Oscar Dansk","6.03",201,"Erie Otters",1994-02-28,43,1296,1460,0.888,36.6,164,4.11,0,11,23,3,26,5,2,3,0
"Clint Windsor","6.04",222,"Ottawa 67's",1993-11-02,36,1142,1267,0.901,42.4,125,4.18,0,6,22,0,22,4,1,3,2
"Nikita Serebryakov","6.00",175,"Saginaw Spirit",1995-11-01,22,572,653,0.876,33.77,81,4.19,0,6,11,1,12,1,0,1,4
"Brent Moran","6.04",195,"Niagara IceDogs",1996-07-05,19,504,578,0.872,33.28,74,4.26,0,7,10,0,10,3,3,0,0
"Jordan DeKort","6.04",202,"Windsor Spitfires",1995-08-08,25,636,720,0.883,37.16,84,4.34,0,3,11,1,12,3,1,2,2
"Knick Dawe","6.00",188,"Sarnia Sting",1993-05-08,13,379,435,0.871,36.04,56,4.64,0,6,5,0,5,3,3,0,0
"Devin Williams","6.00",174,"Erie Otters",1995-10-30,33,1012,1142,0.886,40.78,130,4.64,1,8,17,1,18,3,1,2,2
"Jacob Blair","6.02",186,"Ottawa 67's",1995-03-16,34,914,1053,0.868,38.49,139,5.08,0,6,18,0,18,4,2,2,0
"Riley Corbin","5.10",175,"Plymouth Whalers",1995-08-17,5,94,115,0.817,30.97,21,5.66,0,1,4,0,4,0,0,0,0
"Lucas Peressini","6.3",195,"Kingston Frontenacs",1995-03-09,1,32,38,0.842,38,6,6,0,0,1,0,1,0,0,0,0
"Daniel Dekoning","6.03",184,"Erie Otters",1996-08-08,3,23,29,0.793,39.07,6,8.08,0,0,0,0,0,0,0,0,0
"Bo Bessette","6.02",208,"Niagara IceDogs",1994-07-31,2,31,32,0.969,28.57,1,0.89,0,1,0,0,0,0,0,0,2
"Jack Moylan","6.02",193,"Kitchener Rangers",1995-04-12,3,40,46,0.87,24.68,6,3.22,0,1,1,0,1,0,0,0,0
"Aaron Taylor","6.00",167,"Owen Sound Attack",1996-12-21,1,18,20,0.9,33.99,2,3.4,0,0,0,0,0,0,0,0,2
