"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Cody Spicer","6.03",170,"Kingston Frontenacs",1982-04-20,1,6,6,1,21.11,0,0,0,0,0,0,0,0,0,0,0
"Larry Sterling","6.02",175,"Plymouth Whalers",1982-11-15,2,7,7,1,15.17,0,0,0,0,0,0,0,0,0,0,0
"Christopher Lawrence","5.11",180,"London Knights",NA,3,19,19,1,22.85,0,0,0,0,0,0,0,0,0,0,0
"Rob Zepp","6.01",198,"Plymouth Whalers",1981-09-07,55,1445,1567,0.922,28.96,122,2.25,4,34,13,5,18,0,0,0,2
"Adam Munro","6.01",200,"Erie Otters",1982-11-12,41,1099,1187,0.926,31.19,88,2.31,4,26,5,1,6,0,0,0,2
"Paul Drew","5.10",199,"Plymouth Whalers",1983-11-20,14,294,323,0.91,26.97,29,2.42,1,9,1,0,1,0,0,0,0
"Andy Chiodo","6.00",195,"Toronto St. Michael's Majors",1983-04-25,38,1023,1109,0.922,32.16,86,2.49,4,18,11,1,12,0,0,0,9
"Alex Auld","6.04",200,"North Bay Centennials",1981-01-07,40,1186,1284,0.924,33.21,98,2.53,1,22,11,0,11,0,0,0,6
"Scott Talbot","5.11",183,"Toronto St. Michael's Majors",1983-08-02,2,36,39,0.923,33.22,3,2.56,0,0,1,0,1,0,0,0,0
"Mike Smith","6.04",195,"Sudbury Wolves",1982-11-22,46,1308,1424,0.919,31.54,116,2.57,3,22,10,3,13,0,0,0,8
"Vitaly Svyatchenko","6.00",185,"Owen Sound Attack",1981-01-20,1,14,15,0.933,39.39,1,2.63,0,1,0,0,0,0,0,0,0
"Craig Anderson","6.02",185,"Guelph Storm",1981-05-21,59,1913,2069,0.925,34.91,156,2.63,3,30,17,2,19,0,0,0,22
"J.F. Perras","6.00",170,"Erie Otters",1981-04-29,33,870,952,0.914,30.76,82,2.65,4,19,6,1,7,0,0,0,4
"Michael Leighton","6.02",175,"Windsor Spitfires",1981-05-19,54,1537,1675,0.918,33.11,138,2.73,2,32,11,2,13,0,0,0,12
"Seamus Kotyk","5.11",185,"Ottawa 67's",1980-10-07,55,1440,1581,0.911,30.72,141,2.74,2,24,17,3,20,0,0,0,4
"Jan Chovan","6.00",190,"Belleville Bulls",1983-09-07,39,1011,1109,0.912,32.08,98,2.83,2,19,13,2,15,0,0,0,0
"Peter Budaj","6.01",190,"Toronto St. Michael's Majors",1982-09-18,37,1017,1112,0.915,33.42,95,2.85,3,17,11,1,12,0,0,0,0
"Brad Topping","6.01",198,"Brampton Battalion",1984-06-05,31,908,994,0.913,33.13,86,2.87,1,14,9,1,10,0,0,0,0
"Joey MacDonald","6.00",180,"Peterborough Petes",1980-02-07,57,1797,1958,0.918,35.77,161,2.94,1,25,19,2,21,0,0,0,15
"Chris Whitley","6.00",185,"Oshawa Generals",1983-02-21,1,34,37,0.919,37,3,3,0,0,1,0,1,0,0,0,0
