"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Dalton Smith",1992-06-30,"LW","Ottawa 67's",18,3,0,3,0.17,38
"Tobias Rieder",1993-01-10,"RW","Kitchener Rangers",16,3,0,3,0.19,11
"Andy Bathgate",1991-02-26,"C","Plymouth Whalers",13,2,0,2,0.15,25
"Alex Aleardi",1992-07-30,"RW","Plymouth Whalers",13,1,1,2,0.15,20
"Cameron Brace",1993-04-08,"RW","Owen Sound Attack",5,1,1,2,0.4,29
"Daniel Catenacci",1993-03-09,"C","Owen Sound Attack",5,1,1,2,0.4,50
"Freddie Hamilton",1992-01-01,"RW","Niagara IceDogs",20,1,1,2,0.1,8
"Sam Carrick",1992-02-04,"C","Brampton Battalion",8,1,1,2,0.25,25
"Sean Monahan",1994-10-12,"C","Ottawa 67's",18,1,1,2,0.11,13
"Stefan Noesen",1993-02-12,"LW","Plymouth Whalers",7,1,1,2,0.29,13
"Vladislav Namestnikov",1992-11-22,"C","London Knights",19,0,2,2,0.11,11
"Alex Friesen",1991-01-30,"C","Niagara IceDogs",20,1,0,1,0.05,5
"Andreas Athanasiou",1994-08-06,"LW","London Knights",11,1,0,1,0.09,20
"Barclay Goodrow",1993-02-26,"RW","Brampton Battalion",8,1,0,1,0.12,50
"Boone Jenner",1993-06-15,"C","Oshawa Generals",6,1,0,1,0.17,9
"Chris Tierney",1994-07-01,"C","London Knights",19,1,0,1,0.05,14
"Cole Cassels",1995-05-04,"C","Oshawa Generals",6,1,0,1,0.17,100
"David Pacan",1991-03-31,"RW","Niagara IceDogs",20,1,0,1,0.05,5
"Garret Ross",1992-05-26,"LW","Saginaw Spirit",12,1,0,1,0.08,10
"Ian Watters",1991-12-27,"LW","Brampton Battalion",8,1,0,1,0.12,20
"Ivan Telegin",1992-02-28,"C","Barrie Colts",13,1,0,1,0.08,7
"Jamie Devane",1991-02-20,"LW","Plymouth Whalers",13,1,0,1,0.08,33
"Jamie Wise",1991-04-05,"LW","Mississauga St. Michaels Majors",6,1,0,1,0.17,25
"Justin Kea",1994-02-07,"C","Saginaw Spirit",12,1,0,1,0.08,20
