"Name","Height","Weight","Team","Birthdate","GP","SAV","SH","SAV%","SH%","GA","GAA","SO","W","L","OTL","TL","SOGP","SOW","SOL","PIM"
"Gerald Coleman","6.04",190,"London Knights",1985-04-03,38,1010,1073,0.941,28.95,63,1.7,8,32,2,0,2,0,0,0,6
"Adam Dennis","6.00",175,"London Knights",1985-02-08,39,1198,1278,0.937,33.47,80,2.09,6,17,14,1,15,0,0,0,7
"Michael Ouzas","5.10",189,"Mississauga IceDogs",1985-08-30,44,1194,1289,0.926,29.56,95,2.18,4,24,11,0,11,0,0,0,6
"Neil Conway","6.01",183,"Owen Sound Attack",1988-01-17,15,279,310,0.9,24.86,31,2.49,0,8,2,1,3,0,0,0,0
"Ryan MacDonald","5.09",183,"Guelph Storm",1985-04-29,33,888,967,0.918,30.55,79,2.5,3,20,11,0,11,0,0,0,0
"Kyle Gajewski","5.11",162,"Sault Ste. Marie Greyhounds",1987-03-29,34,910,994,0.915,30.14,84,2.55,3,15,13,1,14,0,0,0,0
"Ryan Nie","6.00",165,"Plymouth Whalers",1985-04-15,57,1428,1562,0.914,29.85,134,2.56,3,24,22,1,23,0,0,0,6
"Patrick Ehelechner","6.02",184,"Sudbury Wolves",1984-09-23,51,1388,1516,0.916,30.36,128,2.56,3,23,14,7,21,0,0,0,0
"Dan Turple","6.05",230,"Kitchener Rangers",1985-01-01,50,1311,1432,0.916,30.65,121,2.59,3,21,17,3,20,0,0,0,10
"Danny Taylor","6.01",185,"Guelph Storm",1986-04-28,31,823,903,0.911,29.76,80,2.64,2,13,14,0,14,0,0,0,2
"Kevin Lalande","6.00",185,"Belleville Bulls",1987-02-19,30,914,993,0.92,33.17,79,2.64,1,15,10,1,11,0,0,0,0
"Kevin Beech","6.04",177,"Sudbury Wolves",1986-09-23,21,516,566,0.912,30.02,50,2.65,2,9,9,0,9,0,0,0,4
"Jakub Cech","6.01",175,"Sault Ste. Marie Greyhounds",1985-09-13,37,893,989,0.903,27.71,96,2.69,1,18,12,0,12,0,0,0,0
"Mark Packwood","5.10",188,"Kitchener Rangers",1988-08-10,2,44,48,0.917,32.41,4,2.7,0,1,1,0,1,0,0,0,0
